data	nazwa	ISIN	kurs_zamkniecia	wolumen	obrot	pakiet_wig				
2015-01-22	NORTCOAST	PLNRTHC00014	3,83	468	1810	1500000				
2015-01-22	NOVITA	PLNVITA00018	49,5	220	10820	297000				
2015-01-22	NOWAGALA	PLCRMNG00029	1,14	5708	6450	36087000				
2015-01-22	NTTSYSTEM	PLNTSYS00013	2,05	478	960	4803000				
2015-01-22	ODLEWNIE	PLODLPL00013	2,07	100	210	8487000				
2015-01-22	OLYMPIC	EE3100084021	7,05	0	0	247000				
2015-01-22	ONE2ONE	PLONE0000014	0,11	0	0	0				
2015-01-22	OPENFIN	PLOPNFN00010	2,9	10364	29980	24856000				
2015-01-22	OPONEO.PL	PLOPNPL00013	9,98	1711	17110	6624000				
2015-01-22	OPTEAM	PLOPTEM00012	5,3	23	120	1399000				
2015-01-22	ORANGEPL	PLTLKPL00017	7,81	1945784	15312670	647357000				
2015-01-22	ORBIS	PLORBIS00014	40,81	15435	629930	21800000				
2015-01-22	ORCOGROUP	LU0122624777	1,5	3800	5720	2352000				
2015-01-22	ORZBIALY	PLORZBL00013	6,15	5123	31490	6568000				
2015-01-22	OTLOG	PLODRTS00017	226,5	0	0	349000				
2015-01-22	OTMUCHOW	PLZPCOT00018	8,36	394	3240	6256000				
2015-01-22	OVOSTAR	NL0009805613	73	15	1100	1725000				
2015-01-22	PAGED	PLPAGED00017	48	2126	100430	1688000				
2015-01-22	PAMAPOL	PLPMPOL00031	1,1	7628	8510	6642000				
2015-01-22	PANOVA	PLPANVA00013	15	800	12000	5551000				
2015-01-22	PATENTUS	PLPTNTS00019	1,15	3783	4350	5959000				
2015-01-22	PBG	PLPBG0000029	1,6	8227	13080	0				
2015-01-22	PBOANIOLA	PLPBONL00013	0,27	1000	270	0				
2015-01-22	PBSFINANSE	PLBEFSN00010	3,8	200	760	3736000				
2015-01-22	PCCEXOL	PLPCCEX00010	3,31	40	130	0				
2015-01-22	PCCINTER	PLPCCIM00014	1,62	10500	16430	18756000				
2015-01-22	PCCROKITA	PLPCCRK00076	37,69	3	110	3144000				
2015-01-22	PCGUARD	PLGUARD00019	0,23	80145	18080	0				
2015-01-22	PCM	PLPRMCM00048	51	26	1320	4763000				
2015-01-22	PEGAS	LU0275164910	100	0	0	826000				
2015-01-22	PEIXIN	NL0010577052	7,58	11437	83700	2500000				
2015-01-22	PEKAES	PLPEKAS00017	10,8	3488	37650	11288000				
2015-01-22	PEKAO	PLPEKAO00016	181,8	360885	64894800	122632000				
2015-01-22	PELION	PLMEDCS00015	85,32	995	86160	7304000				
2015-01-22	PEMUG	PLPEMUG00016	0,49	0	0	0				
2015-01-22	PEP	PLPLSEP00013	29,89	1	30	8365000				
2015-01-22	PEPEES	PLPEPES00018	0,49	0	0	49286000				
2015-01-22	PETROLINV	PLPTRLI00018	0,16	87513	14230	0				
2015-01-22	PGE	PLPGER000010	19,45	2284615	44383610	778079000				
2015-01-22	PGNIG	PLPGNIG00014	4,46	6242458	27762260	1628262000				
2015-01-22	PGODLEW	PLPGO0000014	5,4	72291	368780	31779000				
2015-01-22	PHN	PLPHN0000014	25,2	5572	139880	13699000				
2015-01-22	PKNORLEN	PLPKN0000018	52,71	744617	39507140	309998000				
2015-01-22	PKOBP	PLPKO0000016	33,35	2932394	98146190	783205000				
2015-01-22	PKPCARGO	PLPKPCR00011	88	72965	6475750	25336000				
2015-01-22	PLASTBOX	PLPSTBX00016	2,58	23889	59220	17382000				
2015-01-22	PLAZACNTR	NL0000686772	0,2	88732	17050	0				
2015-01-22	POINTGROUP	PLPEKPL00010	2,15	180	390	0				
2015-01-22	POLCOLORIT	PLPCLRT00029	0,7	0	0	0				
2015-01-22	POLICE	PLZCPLC00036	17,6	30697	535660	15164000				
2015-01-22	POLIMEXMS	PLMSTSD00019	0,09	583497	52510	0				
2015-01-22	POLMED	PLPOLMD00011	2,21	1934	4080	0				
2015-01-22	POLNA	PLPOLNA00015	27,2	2133	57750	794000				
2015-01-22	POLNORD	PLPOLND00019	6,25	56910	356720	25585000				
2015-01-22	POLWAX	PLPOLWX00026	16,35	3317	53530	5930000				
2015-01-22	POZBUD	PLPZBDT00013	4,4	6588	28930	21432000				
2015-01-22	PPG	PLPLPGR00010	1,45	101	150	0				
2015-01-22	PRAGMAFA	PLGFPRE00040	13,2	390	5050	423000				
2015-01-22	PRAGMAINK	PLPRGNK00017	15	88	1320	1032000				
2015-01-22	PRESCO	PLPRESC00018	2,83	0	0	2631000				
2015-01-22	PRIMAMODA	PLPRMMD00012	1,19	5090	5800	0				
2015-01-22	PROCAD	PLPRCAD00018	1,04	17	20	0				
2015-01-22	PROCHEM	PLPRCHM00014	16,2	10	160	2716000				
2015-01-22	PROCHNIK	PLPRCHK00018	1,47	367114	516530	21115000				
2015-01-22	PROJPRZEM	PLPROJP00018	5,93	48986	278560	5439000				
2015-01-22	PROTEKTOR	PLLZPSK00019	2,94	4520	13130	14959000				
2015-01-22	PROVIDENT	GB00B1YKG049	23,99	2	50	93000				
2015-01-22	PTI	PLPTIW000014	14,48	2649	38450	8907000				
2015-01-22	PULAWY	PLZAPUL00057	140,85	142	19770	3122000				
2015-01-22	PWRMEDIA	PLPWRMD00011	1,19	4405	5140	0				
2015-01-22	PZU	PLPZU0000011	500	106184	52274210	55967000				
2015-01-22	QUANTUM	PLQNTUM00018	4,15	530	2140	0				
2015-01-22	QUERCUS	PLQRCUS00012	6,44	9707	62550	35376000				
2015-01-22	QUMAK	PLQMKSK00017	12,79	4814	61760	10375000				
2015-01-22	RADPOL	PLRDPOL00010	8,25	15074	123610	19626000				
2015-01-22	RAFAKO	PLRAFAK00018	6,03	14914	89660	27134000				
2015-01-22	RAFAMET	PLRFMET00016	16,31	12	200	1469000				
2015-01-22	RAINBOW	PLRNBWT00031	17,5	72786	1291220	6355000				
2015-01-22	RANKPROGR	PLRNKPR00014	2,17	6478	14280	19987000				
2015-01-22	RAWLPLUG	PLKLNR000017	6,45	1201	7740	12912000				
2015-01-22	REDAN	PLREDAN00019	1,98	24373	47190	13353000				
2015-01-22	REDWOOD	PLCMPLX00014	5,85	22	130	0				
2015-01-22	REGNON	PLPRNTC00017	0,04	15000	600	6100000				
2015-01-22	REINHOLD	SE0001856519	0,67	2098	1410	0				
2015-01-22	RELPOL	PLRELPL00014	5,8	2553	14940	5343000				
2015-01-22	REMAK	PLREMAK00016	12,1	15	180	1451000				
2015-01-22	RESBUD	PLRESBD00016	2,38	28019	66020	3055000				
2015-01-22	ROBYG	PLROBYG00016	2,17	27750	59880	121599000				
2015-01-22	RONSON	NL0006106007	1,5	10	20	55661000				
2015-01-22	ROPCZYCE	PLROPCE00017	16,45	925	15080	2220000				
2015-01-22	ROVESE	PLCRSNT00011	1,41	5716	8060	0				
2015-01-22	RUBICON	PLNFI0500012	1,72	14	20	2747000				
2015-01-22	SADOVAYA	LU0564351582	0,79	0	0	0				
2015-01-22	SANOK	PLSTLSK00016	54,19	5816	317680	23914000				
2015-01-22	SANTANDER	ES0113900J37	26,95	101	2580	0				
2015-01-22	SANWIL	PLSANWL00012	0,21	29500	6050	0				
2015-01-22	SCOPAK	PLSCOPK00012	1,74	1405	2500	3496000				
2015-01-22	SECOGROUP	PLWRWCK00013	23,5	2256	53370	5187000				
2015-01-22	SEKO	PLSEKO000014	6,15	700	4230	2500000				
2015-01-22	SELENAFM	PLSELNA00010	16,28	3279	52650	5246000				
2015-01-22	SELVITA	PLSELVT00013	15,6	1292	20190	3182000				
2015-01-22	SERINUS	CA81752K1057	3,3	75052	250120	32839000				
2015-01-22	SFINKS	PLSFNKS00011	1,81	49988	92210	18377000				
2015-01-22	SILVANO	EE3100001751	5,26	0	0	5448000				
2015-01-22	SIMPLE	PLSIMPL00011	9,55	0	0	1962000				
2015-01-22	SKARBIEC	PLSKRBH00014	33	1636	53780	1729000				
2015-01-22	SKOK	PLTFSKK00015	1,81	105	190	0				
2015-01-22	SKOTAN	PLSKTAN00010	1,02	99531	102480	31508000				
2015-01-22	SKYLINE	PLSKLNW00011	0,56	17400	9320	0				
2015-01-22	SKYSTONE	PLNFI1000012	3,44	53362	163450	0				
2015-01-22	SMT	PLADVPL00029	12,4	2624	32730	9601000				
2015-01-22	SNIEZKA	PLSNZKA00033	41,31	213	8650	5026000				
2015-01-22	SOBIESKI	FR0000060873	43,59	984	42770	176000				
2015-01-22	SOLAR	PLSLRCP00021	2,55	72481	188940	12010000				
2015-01-22	SONEL	PLSONEL00011	8,06	134	1070	4755000				
2015-01-22	SOPHARMA	BG11SOSOBT18	8,4	0	0	12000				
2015-01-22	STALEXP	PLSTLEX00019	2,65	31459	83440	97338000				
2015-01-22	STALPROD	PLSTLPD00017	343,9	1349	449300	1810000				
2015-01-22	STALPROFI	PLSTLPF00012	12,7	3421	43300	7716000				
2015-01-22	STAPORKOW	PLSTPRK00019	10,31	1401	14500	1791000				
2015-01-22	STARHEDGE	PLHRDEX00021	2,39	64285	147730	0				
2015-01-22	SUWARY	PLSUWAR00014	13,3	115	1530	925000				
2015-01-22	SWISSMED	PLSWMED00013	0,24	25010	6000	0				
2015-01-22	SYGNITY	PLCMPLD00016	13,2	2395	31530	11886000				
2015-01-22	SYNEKTIK	PLSNKTK00019	21	5107	107820	5947000				
2015-01-22	SYNTHOS	PLDWORY00019	4,06	2463968	9970640	496690000				
2015-01-22	TALANX	DE000TLX1005	109	0	0	142000				
2015-01-22	TALEX	PLTALEX00017	21,8	3590	78590	730000				
2015-01-22	TARCZYNSKI	PLTRCZN00016	12,7	579	7140	7000000				
2015-01-22	TATRY	SK1120010287	87	0	0	84000				
2015-01-22	TAURONPE	PLTAURN00011	5,01	2472582	12404440	1043590000				
2015-01-22	TELEPOLSKA	PLTHP0000011	0,75	8875	6420	0				
2015-01-22	TELL	PLTELL000023	9,8	1374	13260	2847000				
2015-01-22	TERESA	PLPTMED00015	16,73	695	11510	448000				
2015-01-22	TERMOREX	PLTRMRX00011	4,05	13583	58210	19158000				
2015-01-22	TESGAS	PLTSGS000019	3,61	1536	5510	6157000				
2015-01-22	TFONE	PLTFONE00011	6,74	7295	48870	3969000				
2015-01-22	TIM	PLTIM0000016	6,3	27571	168070	15008000				
2015-01-22	TORPOL	PLTORPL00016	9,5	8025	75730	14241000				
2015-01-22	TOYA	PLTOYA000011	4,84	3625	17000	11716000				
2015-01-22	TRAKCJA	PLTRKPL00014	8,87	66225	584250	36592000				
2015-01-22	TRANSPOL	PLTRNSP00013	4,68	377	1760	2580000				
2015-01-22	TRAVELPL	PLTRVPL00011	3,96	50	200	0				
2015-01-22	TRITON	PLASMOT00030	1,95	0	0	3297000				
2015-01-22	TVN	PLTVN0000017	17,6	227247	4038300	163100000				
2015-01-22	ULMA	PLBAUMA00017	56	1	60	1288000				
2015-01-22	UNIBEP	PLUNBEP00015	8,59	970	8310	14002000				
2015-01-22	UNICREDIT	IT0004781412	24,4	2729	66170	28378000				
2015-01-22	UNIMA	PLUNMST00014	2,39	1262	3010	0				
2015-01-22	URSUS	PLPMWRM00012	2,09	35436	73290	20551000				
2015-01-22	VANTAGE	PLVTGDL00010	2,67	21	60	16914000				
2015-01-22	VARIANT	PLVARNT00019	1,63	0	0	0				
2015-01-22	VIGOSYS	PLVIGOS00015	193,45	280	53670	370000				
2015-01-22	VINDEXUS	PLVNDEX00013	4,3	6744	28990	4890000				
2015-01-22	VISTAL	PLVTLGD00010	9,24	5146	46510	4210000				
2015-01-22	VISTULA	PLVSTLA00011	2,03	286713	576620	158887000				
2015-01-22	VOTUM	PLVOTUM00016	9,49	1193	11230	3957000				
2015-01-22	VOXEL	PLVOXEL00014	9,65	165	1610	5328000				
2015-01-22	WADEX	PLWADEX00018	4,17	1000	4170	0				
2015-01-22	WANDALEX	PLWNDLX00024	3,15	4371	13740	2113000				
2015-01-22	WARIMPEX	AT0000827209	3,5	5	20	13763000				
2015-01-22	WASKO	PLHOGA000041	1,6	84892	130990	17392000				
2015-01-22	WAWEL	PLWAWEL00013	965	41	39540	717000				
2015-01-22	WDMCP	PLWDMCP00013	7,5	2255	16070	0				
2015-01-22	WESTAISIC	LU0627170920	0,16	1049	160	0				
2015-01-22	WIELTON	PLWELTN00012	4,47	117976	517810	17549000				
2015-01-22	WIKANA	PLELPO000016	2,4	86	210	0				
2015-01-22	WILBO	PLWILBO00019	0,86	2317	1890	0				
2015-01-22	WINVEST	PLARIEL00046	7,49	12	90	7452000				
2015-01-22	WISTIL	PLWSTIL00012	38,9	0	0	0				
2015-01-22	WOJAS	PLWOJAS00014	8,5	22435	190230	2046000				
2015-01-22	WORKSERV	PLWRKSR00019	18	3032	54610	24711000				
2015-01-22	YAWAL	PLYAWAL00058	8,4	0	0	1535000				
2015-01-22	ZAMET	PLZAMET00010	2,63	9100	23900	48149000				
2015-01-22	ZASTAL	PLZSTAL00012	0,95	179029	165710	23434000				
2015-01-22	ZEPAK	PLZEPAK00012	24,1	19331	465220	24622000				
2015-01-22	ZETKAMA	PLZTKMA00017	64,08	165	10630	3288000				
2015-01-22	ZPUE	PLZPUE000012	285	86	24500	699000				
2015-01-22	ZREMB	PLZBMZC00019	1,54	8262	12780	6145000				
2015-01-22	ZUE	PLZUE0000015	6,45	576	3680	8629000				
2015-01-22	ZYWIEC	PLZYWIC00016	386	6	2340	0				
2015-01-23	06MAGNA	PLNFI0600010	2,14	15	30	6496000				
2015-01-23	08OCTAVA	PLNFI0800016	0,79	79	60	22309000				
2015-01-23	4FUNMEDIA	PL4FNMD00013	6,1	469	2830	1852000				
2015-01-23	ABCDATA	PLABCDT00014	3,4	7616	26050	48206000				
2015-01-23	ABMSOLID	PLABMSD00015	0,3	1500	450	0				
2015-01-23	ABPL	PLAB00000019	35,48	5781	199340	13122000				
2015-01-23	ACAUTOGAZ	PLACSA000014	27,6	70	1930	8143000				
2015-01-23	ACE	LU0299378421	8,79	302553	2500660	17461000				
2015-01-23	ACTION	PLACTIN00018	45,2	23374	1060560	8852000				
2015-01-23	ADVADIS	PLMBRST00015	0,01	0	0	0				
2015-01-23	AGORA	PLAGORA00067	8,35	40541	334400	43035000				
2015-01-23	AGROTON	CY0101062111	1,43	36350	51250	0				
2015-01-23	AGROWILL	LT0000127466	1	0	0	0				
2015-01-23	ALCHEMIA	PLGRBRN00012	5,05	1205700	6090840	29399000				
2015-01-23	ALIOR	PLALIOR00045	84,77	559043	47275020	43097000				
2015-01-23	ALMA	PLKRCHM00015	14,65	1108	16070	3975000				
2015-01-23	ALTA	PLTRNSU00013	2,09	770	1600	7353000				
2015-01-23	ALTERCO	PLSRBEX00014	0,64	0	0	0				
2015-01-23	ALTUSTFI	PLATTFI00018	9,1	8284	75340	24397000				
2015-01-23	ALUMETAL	PLALMTL00023	46,19	2635	121140	9046000				
2015-01-23	AMBRA	PLAMBRA00013	8,02	1591	12810	9800000				
2015-01-23	AMICA	PLAMICA00010	105	35257	3532300	4659000				
2015-01-23	AMPLI	PLAMPLI00019	0,26	0	0	0				
2015-01-23	AMREST	NL0000474351	108	1478	159510	14487000				
2015-01-23	APATOR	PLAPATR00018	35,21	1838	64690	25382000				
2015-01-23	APLISENS	PLAPLS000016	12,29	66	810	5540000				
2015-01-23	ARCTIC	PLARTPR00012	4,87	85584	413590	22063000				
2015-01-23	ARCUS	PLARCUS00040	1,47	0	0	2520000				
2015-01-23	ARTERIA	PLARTER00016	14,9	97730	1456170	3286000				
2015-01-23	ASBIS	CY1000031710	1,98	480355	939510	32823000				
2015-01-23	ASSECOBS	PLABS0000018	13,4	15132	201250	17889000				
2015-01-23	ASSECOPOL	PLSOFTB00016	53,8	92256	4996710	74917000				
2015-01-23	ASSECOSEE	PLASSEE00014	8,3	2302	19100	16750000				
2015-01-23	ASSECOSLO	SK1120009230	16,02	10	160	0				
2015-01-23	ASTARTA	NL0000686509	26,67	3989	106360	9253000				
2015-01-23	ATENDE	PLATMSI00016	2,44	1954	4820	24386000				
2015-01-23	ATLANTAPL	PLATLPL00018	6,78	25236	171660	2464000				
2015-01-23	ATLANTIS	PLATLNT00016	1	68895	68810	11698000				
2015-01-23	ATLASEST	GB00B0WDBP88	1,05	4600	4830	0				
2015-01-23	ATM	PLATMSA00013	11,4	4285	48030	24981000				
2015-01-23	ATMGRUPA	PLATM0000021	3,23	1600	5140	39722000				
2015-01-23	ATREM	PLATREM00017	4,3	2300	9960	3999000				
2015-01-23	AVIAAML	LT0000128555	7,18	22	160	15327000				
2015-01-23	AVIASG	LT0000128381	20,51	233	4680	2322000				
2015-01-23	AWBUD	PLINSTL00011	2,99	941	2660	0				
2015-01-23	B3SYSTEM	PLBSSTM00013	2,53	339	800	0				
2015-01-23	BAKALLAND	PLBKLND00017	2,77	0	0	0				
2015-01-23	BALTONA	PLBALTN00014	7	262	1830	2174000				
2015-01-23	BANKBPH	PLBPH0000019	43,95	15934	684960	7788000				
2015-01-23	BBIDEV	PLNFI1200018	1,12	81484	90930	96494000				
2015-01-23	BEDZIN	PLECBDZ00013	13	0	0	0				
2015-01-23	BENEFIT	PLBNFTS00018	308,45	12	3730	1075000				
2015-01-23	BERLING	PLBRLNG00015	3,79	27132	102830	0				
2015-01-23	BEST	PLBEST000010	27,9	0	0	0				
2015-01-23	BETACOM	PLBTCOM00016	11	225	2480	911000				
2015-01-23	BGZ	PLBGZ0000010	79,95	0	0	0				
2015-01-23	BIOTON	PLBIOTN00029	4,07	51373	206650	67191000				
2015-01-23	BIPROMET	PLBPRMT00011	3,5	742	2530	1797000				
2015-01-23	BLACKLION	PLNFI0400015	1,24	2217	2640	57095000				
2015-01-23	BMPAG	DE0003304200	2,66	50	130	2181000				
2015-01-23	BNPPL	PLPPAB000011	61,6	5663	348890	4735000				
2015-01-23	BOGDANKA	PLLWBGD00016	99	39403	3893500	34013000				
2015-01-23	BORYSZEW	PLBRSZW00011	5,45	498769	2712060	95414000				
2015-01-23	BOS	PLBOS0000019	35,6	980	34970	9289000				
2015-01-23	BOWIM	PLBOWM000019	1,5	250	370	5226000				
2015-01-23	BRIJU	PLBRIJU00010	16,9	15722	263420	978000				
2015-01-23	BSCDRUK	PLBSCDO00017	27,7	6496	176800	2468000				
2015-01-23	BUDIMEX	PLBUDMX00013	153,25	6822	1037790	10451000				
2015-01-23	BUDOPOL	PLBDPWR00014	0,06	14660	880	0				
2015-01-23	BUMECH	PLBMECH00012	1,37	420197	557670	6078000				
2015-01-23	BUWOG	AT00BUWOG001	73,36	0	0	6034000				
2015-01-23	BYTOM	PLBYTOM00010	1,65	329392	552800	50108000				
2015-01-23	BZWBK	PLBZ00000044	343,15	64293	21821440	28420000				
2015-01-23	CALATRAVA	PLBRSTM00015	1,03	17340	17920	0				
2015-01-23	CAMMEDIA	PLCAMMD00032	4	2050	8200	4262000				
2015-01-23	CAPITAL	PLCPTLP00015	2,48	10895	27190	14368000				
2015-01-23	CASHFLOW	PLCASHF00018	0,43	2000	860	0				
2015-01-23	CCC	PLCCC0000016	149,35	37862	5597250	22030000				
2015-01-23	CCENERGY	PLKAREN00014	0,06	461	30	0				
2015-01-23	CDPROJEKT	PLOPTTC00011	16,3	72778	1198540	60952000				
2015-01-23	CDRL	PLCDRL000043	16,3	8712	143230	1050000				
2015-01-23	CELTIC	PLCELPD00013	5	51	260	4916000				
2015-01-23	CEZ	CZ0005112300	88,3	16223	1433530	22240000				
2015-01-23	CHEMOS	PLCHMDW00010	1,08	16389	17470	10109000				
2015-01-23	CIECH	PLCIECH00018	48,4	27353	1301110	25747000				
2015-01-23	CIGAMES	PLCTINT00018	8,45	34433	289570	7558000				
2015-01-23	CNT	PLERGPL00014	8,29	4531	38010	3648000				
2015-01-23	COALENERG	LU0646112838	0,64	90233	58280	11252000				
2015-01-23	COGNOR	PLCNTSL00014	1,33	2756	3690	22530000				
2015-01-23	COLIAN	PLJTRZN00011	3,55	5867	20900	48753000				
2015-01-23	COMARCH	PLCOMAR00012	110	525	57030	4610000				
2015-01-23	COMP	PLCMP0000017	55,75	3716	204710	4122000				
2015-01-23	COMPERIA	PLCOMPR00010	21,35	598	12530	1091000				
2015-01-23	CORMAY	PLCMRAY00029	3,33	225988	777710	20455000				
2015-01-23	CPGROUP	PLCPPRK00037	4,15	840	3420	26984000				
2015-01-23	CUBEITG	PLMCINT00013	4,4	587	2580	0				
2015-01-23	CYFRPLSAT	PLCFRPT00013	22,9	414489	9427410	214367000				
2015-01-23	CZTOREBKA	PLCRWTR00022	2,59	163690	421870	0				
2015-01-23	DEBICA	PLDEBCA00016	90,9	188	16960	2567000				
2015-01-23	DECORA	PLDECOR00013	6,11	6147	38110	8556000				
2015-01-23	DELKO	PLDELKO00019	5,06	0	0	2659000				
2015-01-23	DGA	PLDGA0000019	6,28	210	1320	0				
2015-01-23	DMWDM	PLWDM0000029	0,7	12862	9010	8257000				
2015-01-23	DOMDEV	PLDMDVL00012	46,7	235	11060	7229000				
2015-01-23	DRAGOWSKI	PLADDRG00015	2,82	346	990	0				
2015-01-23	DREWEX	PLDREWX00012	0,21	0	0	0				
2015-01-23	DROP	PLDROP000011	1,72	790	1360	0				
2015-01-23	DROZAPOL	PLDRZPL00032	3,3	10	30	3196000				
2015-01-23	DSS	PLDLSS000010	0,3	3760	1130	13003000				
2015-01-23	DTP	PLDTP0000010	3,85	24	90	0				
2015-01-23	DUDA	PLDUDA000016	7,18	3065	22050	17743000				
2015-01-23	DUON	PLCPENR00035	1,95	74364	145640	45748000				
2015-01-23	ECARD	PLECARD00012	1,66	7	10	0				
2015-01-23	ECHO	PLECHPS00019	6,64	174444	1141530	223328000				
2015-01-23	EDINVEST	PLEDINV00014	2,22	23	50	2588000				
2015-01-23	EFEKT	PLEFEKT00018	15,05	322	4830	1039000				
2015-01-23	EFH	PLEFH0000022	0,17	14400	2450	0				
2015-01-23	EKANCELAR	PLEKGPF00011	0,28	143833	42580	0				
2015-01-23	EKOEXPORT	PLEKEP000019	25	51907	1332660	7837000				
2015-01-23	ELBUDOWA	PLELTBD00017	81,22	45	3660	4747000				
2015-01-23	ELEKTROTI	PLELEKT00016	10,65	3618	37800	7051000				
2015-01-23	ELEMENTAL	PLELMTL00017	3,43	38584	132020	110913000				
2015-01-23	ELKOP	PLELKOP00013	1,44	9311	13220	3333000				
2015-01-23	ELZAB	PLELZAB00010	15,6	2842	43690	2716000				
2015-01-23	EMCINSMED	PLEMCIM00017	13,33	2070	27070	3579000				
2015-01-23	EMPERIA	PLELDRD00017	50,51	3769	192290	13044000				
2015-01-23	ENAP	PLENAP000010	1,03	4001	4120	11545000				
2015-01-23	ENEA	PLENEA000013	16,96	394213	6645070	214078000				
2015-01-23	ENELMED	PLENLMD00017	11,31	208	2360	7353000				
2015-01-23	ENERGA	PLENERG00022	23,3	1099671	25340470	200740000				
2015-01-23	ENERGOINS	PLERGIN00015	11,44	6	70	5047000				
2015-01-23	ERBUD	PLERBUD00012	25,86	2555	66370	4986000				
2015-01-23	ERG	PLERGZB00014	16,17	625	10170	530000				
2015-01-23	ERGIS	PLEUFLM00017	4,14	7578	31350	24228000				
2015-01-23	ESSYSTEM	PLESSYS00030	2,44	1100	2590	13646000				
2015-01-23	ESTAR	HU0000089198	1,69	0	0	0				
2015-01-23	EUCO	PLERPCO00017	25,2	107	2700	2121000				
2015-01-23	EUIMPLANT	PLERPLT00017	0,01	60000	600	0				
2015-01-23	EUROCASH	PLEURCH00011	36,5	882131	32190680	77963000				
2015-01-23	EUROHOLD	BG1100114062	2,17	0	0	453000				
2015-01-23	EUROTEL	PLERTEL00011	13,8	563	7740	1423000				
2015-01-23	EXILLON	IM00B58FMW76	7,14	0	0	14000				
2015-01-23	FAM	PLFAM0000012	0,44	460	200	0				
2015-01-23	FAMUR	PLFAMUR00012	3,28	5650	18700	138273000				
2015-01-23	FARMACOL	PLFRMCL00066	51,4	621	31920	11601000				
2015-01-23	FASING	PLFSING00010	19,2	1349	25440	1239000				
2015-01-23	FASTFIN	PLFSTFC00012	1,45	450	650	0				
2015-01-23	FEERUM	PLFEERM00018	16,64	13	220	3144000				
2015-01-23	FENGHUA	DE000A13SX89	25,9	3	80	3305000				
2015-01-23	FERRO	PLFERRO00016	9,2	9386	84180	17846000				
2015-01-23	FERRUM	PLFERUM00014	4,64	18	80	4501000				
2015-01-23	FON	PLCASPL00019	0,95	4608	4320	11150000				
2015-01-23	FORTE	PLFORTE00012	50	50559	2508750	16737000				
2015-01-23	FORTUNA	NL0009604859	18,76	110	2050	17024000				
2015-01-23	FOTA	PLFOTA000014	0,85	95334	81330	0				
2015-01-23	GANT	PLGANT000014	0,35	1831	640	0				
2015-01-23	GETIN	PLGSPR000014	1,98	101795	202420	293645000				
2015-01-23	GETINOBLE	PLGETBK00012	1,8	3907767	7069170	1095354000				
2015-01-23	GINOROSSI	PLGNRSI00015	3,37	41513	139560	43628000				
2015-01-23	GLCOSMED	PLGLBLC00011	6,85	11124	75930	6721000				
2015-01-23	GLOBCITYHD	NL0000687309	41,53	845	35370	20769000				
2015-01-23	GORENJE	SI0031104076	24,99	2	50	1991000				
2015-01-23	GPW	PLGPW0000017	44,5	153269	6670720	27164000				
2015-01-23	GRAAL	PLGRAAL00022	16,57	10774	181040	3502000				
2015-01-23	GRAJEWO	PLZPW0000017	30,65	420	12640	17315000				
2015-01-23	GREMMEDIA	PLERFKT00010	1,51	0	0	0				
2015-01-23	GROCLIN	PLINTGR00013	11,3	282511	3218830	3233000				
2015-01-23	GRUPAAZOTY	PLZATRM00012	72	50610	3620070	40919000				
2015-01-23	GTC	PLGTC0000037	4,91	167594	827230	245350000				
2015-01-23	HANDLOWY	PLBH00000012	108,8	42530	4609490	30584000				
2015-01-23	HARPER	PLHRPHG00023	3,3	1505	4940	25500000				
2015-01-23	HAWE	PLVENTS00019	1,86	455566	851100	70928000				
2015-01-23	HELIO	PLHELIO00014	5	558	2790	1143000				
2015-01-23	HERKULES	PLZRWZW00012	3,22	58607	189140	36119000				
2015-01-23	HUTMEN	PLHUTMN00017	5,12	5079	25820	4199000				
2015-01-23	HYDROTOR	PLHDRTR00013	32,15	1441	45340	1839000				
2015-01-23	HYPERION	PLHPRON00017	3,08	34853	105020	7831000				
2015-01-23	IDEON	PLCNTZP00010	0,02	59542	1190	0				
2015-01-23	IDMSA	PLIDMSA00044	0,13	484387	60620	0				
2015-01-23	IFCAPITAL	PLHRMAN00039	1,1	10516	11190	4084000				
2015-01-23	IFSA	PLBDVR000018	0,98	19735	19310	5438000				
2015-01-23	IIAAV	AT0000809058	9	0	0	15129000				
2015-01-23	IMCOMPANY	LU0607203980	5,8	5085	29050	9809000				
2015-01-23	IMMOBILE	PLMAKRM00019	2,29	549	1210	11568000				
2015-01-23	IMPEL	PLIMPEL00011	29,9	3964	116020	4187000				
2015-01-23	IMPERA	PLNFI0700018	1,54	18	30	3715000				
2015-01-23	IMPEXMET	PLIMPXM00019	2,62	55562	146060	93737000				
2015-01-23	IMS	PLINTMS00019	2,27	24835	56260	7444000				
2015-01-23	INC	PLINCLT00015	1,76	5624	9740	5435000				
2015-01-23	INDYGO	PLLSTIA00018	0,8	52321	41230	23452000				
2015-01-23	INDYKPOL	PLINDKP00013	56,85	1806	101400	1165000				
2015-01-23	INGBSK	PLBSK0000017	136,5	98797	13570390	30454000				
2015-01-23	INPRO	PLINPRO00015	3,46	2535	8770	12110000				
2015-01-23	INSTALKRK	PLINSTK00013	16,22	2310	36960	6189000				
2015-01-23	INTAKUS	PLINTKS00013	13	5	70	0				
2015-01-23	INTEGERPL	PLINTEG00011	175,5	33636	5795670	5028000				
2015-01-23	INTERAOLT	LT0000128621	18,67	981	18300	4000000				
2015-01-23	INTERBUD	PLINTBD00014	0,9	7991	7200	0				
2015-01-23	INTERCARS	PLINTCS00010	212,95	17402	3613150	8393000				
