id_miejscowosci	id_gminy	nazwa_miejscowosci	typ_miejscowosci
0851488	0208063	Nowy Waliszow	wies
0268872	2602072	Nowy Wegrzynow	wies
0575479	1419112	Nowy Wiaczemin	wies
0916510	3029033	Nowy Widzim	wies
0171807	2213093	Nowy Wiec	wies
0004200	1414032	Nowy Wilkow	wies
0632600	1423052	Nowy Wir-Kolonia	kolonia
0824936	1201063	Nowy Wisnicz	miasto
0862693	0418072	Nowy Witoszyn	wies
0272187	2605083	Nowy Wlochow	wies
0729646	1015042	Nowy Wylezin	wies
0909070	0802042	Nowy Zagor	wies
0687758	1417072	Nowy Zambrzykow	wies
0877980	0213033	Nowy Zamek	wies
0574190	1427042	Nowy Zamosc	wies
0870920	0401082	Nowy Zbrachlin	wies
0687244	1412132	Nowy Zglechow	wies
0118196	2803043	Nowy Zielun	wies
0739969	1005102	Nowy Zlakow	wies
0486280	2810042	Nowy Zyzdroj	wies
0693977	1403132	Nowy Zabieniec	wies
0617025	1406032	Nowy Zelechow	wies
0166373	2206062	Nowy Zelewiec	osada
0309016	3209063	Nowy Zeliborz	wies
0357268	1805072	Nowy Zmigrod	wies
0733895	1428052	Nowy Zylin	wies
0307885	3213042	Nowy Zytnik	osada
0357771	1802062	Nozdrzec	wies
0768400	2009052	Nozegary	osada lesna
0515951	1415092	Nozewo	wies
0086993	0409022	Nozyczyn	wies
0742240	2201032	Nozynko	wies
0742256	2201032	Nozyno	wies
0120394	1414043	Nuna	wies
0470898	2801032	Nuny	wies
0402773	1416062	Nur	wies
0037842	2010072	Nurczyk	wies
0518984	1435032	Nury	wies
0024207	2003042	Nurzec	wies
0037865	2010072	Nurzec	wies
0037888	2010072	Nurzec-Kolonia	wies
0037894	2010072	Nurzec-Stacja	osada
0693026	0611092	Nurzyna	wies
0112667	1402022	Nuzewko	wies
0112673	1402022	Nuzewo	wies
0299542	3010132	Nykiel	wies
0965789	1607053	Nysa	miasto
0863178	0418083	Obalki	wies
0546124	1007032	Obarzankow-Strugi	wies
0351030	1802032	Obarzym	wies
0532990	3024083	Obelzanki	wies
0254290	2604122	Obice	wies
0457455	1211092	Obidowa	wies
0569020	1002062	Obidowek	wies
0445742	1210092	Obidza	wies
0086645	0419033	Obiecanowo	wies
0116978	1411032	Obiecanowo	wies
0268910	2602072	Obiechow	wies
0399700	2006032	Obiedzino	wies
0115223	1402042	Obiedzino Gorne	wies
0091126	0419043	Obielewo	wies
0513202	1415062	Obierwia	wies
0364015	0216032	Obiszow	wies
1004840	0216032	Obiszowek	osada
0499761	1606023	Objazda	wies
0752289	2212102	Objazda	wies
0751730	2201092	Objezierze	osada
0081547	2202032	Objezierze	kolonia
0591580	3016013	Objezierze	wies
0182509	3202042	Objezierze	wies
0087768	0413013	Obkas	wies
0634242	1425092	Oblas	osada lesna
0634236	1425092	Oblas	wies
0381396	0614032	Oblasy	wies
0134947	2404063	Oblasy	wies
0673288	1434062	Oble	wies
0258589	2601042	Oblekon	wies
0755141	2816013	Oblewo	kolonia
0755135	2816013	Oblewo	wies
0273672	2604182	Oblegorek	wies
0273778	2604182	Oblegor	wies
0680555	1403072	Oblin	wies
0680584	1403072	Oblin-Gradki	wies
0748520	2208042	Obliwice	osada
0389587	0612063	Oblizniak	wies
0598003	3030053	Oblaczkowo	wies
0459477	1210152	Oblazy Ryterskie	wies
0745119	2212053	Obleze	wies
0914378	0809063	Oblotne	wies
0517476	1411062	Obludzin	wies
0027631	2010023	Obnize	wies
0096052	0413032	Obodowo	wies
0810940	1818062	Obojna	wies
0365434	0211022	Obora	wies
0583562	3003032	Obora	wies
0506320	1415012	Oborczyska	wies
0971181	3016013	Oborniki	miasto
0987182	0220013	Oborniki Slaskie	miasto
0849089	0404062	Obory	wies
0872378	0405062	Obory	wies
0847512	0415072	Obory	wies
0003926	1418023	Obory	wies
0566405	1428032	Obory	wies
0151259	2207032	Obory	wies
0299588	3010132	Obory	wies
0197988	3020042	Obory	wies
0179996	3210033	Oborzany	wies
0171813	2213093	Obozin	wies
0583579	3003032	Oborka	wies
0847860	0402082	Oborki	wies
0003949	1418023	Oborki	wies
0510706	1422042	Oborki	wies
0118718	1437032	Oborki	wies
0500613	1601062	Oborki	wies
0091132	0419043	Oborznia	wies
0869399	0408073	Oboz	wies
0624605	1425052	Obozek	przysiolek
0916526	3029033	Obra	wies
0910038	0809043	Obra Dolna	wies
0800924	2609062	Obrazow	wies
0333500	1214062	Obrazejowice	wies
0121241	1402062	Obrab	wies
0518040	1422072	Obrab	wies
0523620	1435062	Obrab	wies
0311651	3215043	Obrab	osada
0587264	3026033	Obreda	osada
0001904	1418013	Obreb	wies
0122826	1424032	Obreb	wies
0571518	1427032	Obreb	wies
0119244	1437042	Obreb	wies
0122832	1424032	Obrebek	wies
0113164	1422032	Obrebiec	wies
0298376	3027082	Obrebizna	wies
0806252	2606062	Obreczna	wies
0907065	0620153	Obrocz	wies
0457343	1211092	Obroczna	osada
0393198	0607092	Obroki	osada lesna
0393181	0607092	Obroki	wies
0781960	3212053	Obromino	wies
1007040	3010043	Obrona	wies
0100871	0419063	Obrona Lesna	kolonia
0307483	3208042	Obroty	wies
0889491	0604042	Obrowiec	wies
0495007	1605013	Obrowiec	wies
0847558	0415072	Obrowo	wies
0088609	0416032	Obrowo	wies
0741989	2201032	Obrowo	osada lesna
0748000	2201063	Obrowo	osada
0592029	3024042	Obrowo	osada
0704221	1009022	Obrow	wies
0027269	2002032	Obrubniki	wies
0784898	3212062	Obryta	wies
0402810	1416062	Obryte	wies
0515247	1424022	Obryte	kolonia
0515224	1424022	Obryte	wies
0515299	1424022	Obryte-Lesniczowka	osada lesna
0406972	2004053	Obrytki	wies
0404217	2007062	Obrytki	wies
0298407	3027082	Obrzebin	wies
0971212	3024011	Obrzycko	miasto
0592035	3024042	Obrzycko-Zamek	przysiolek
0155731	2207043	Obrzynowo	wies
0896137	0602102	Obsza	wies
0753917	2818012	Obszarniki	wies
0482714	2815083	Obuchowo	osada
0085290	0419022	Obudno	wies
0999707	2403103	Ochaby Male	wies
0999713	2403103	Ochaby Wielkie	wies
0514740	1411052	Ochenki	wies
0210559	1018073	Ochedzyn	osada lesna
0917448	0809102	Ochla	wies
0374947	3004063	Ochla	wies
0717465	1003042	Ochle	wies
0287639	3009072	Ochle	wies
0717488	1003042	Ochle-Kolonia	wies
0328605	1219043	Ochmanow	wies
0541233	1012053	Ochocice	wies
0692541	1403122	Ochodne	wies
0335255	1206113	Ochodza	wies
0744210	2212032	Ochodza	osada
0098329	3003093	Ochodza	wies
0531944	3028072	Ochodza	wies
0496857	1609042	Ochodze	wies
0337550	1206143	Ochojno	wies
0457580	1211102	Ochotnica Dolna	wies
0457900	1211102	Ochotnica Gorna	wies
0545768	1012102	Ochotnik	wies
0015065	0601092	Ochoza	kolonia
0109381	0603122	Ochoza	wies
0392922	0608132	Ochoza	osada
0101385	0603032	Ochoza-Kolonia	kolonia
0109429	0603122	Ochoza-Pniaki	kolonia
0489202	2817062	Ochodno	wies
0721863	1019042	Ochraniew	wies
0044730	2002143	Ochremowicze	wies
0037003	2005092	Ochrymy	wies
0518990	1435032	Ochudno	wies
0751350	2201082	Ociaskowo	osada
0204719	3017023	Ociaz	wies
0189233	0201022	Ocice	wies
0658082	1815022	Ocieka	wies
0265649	2604162	Ocieseki	wies
0591596	3016013	Ocieszyn	wies
0634934	1401032	Ociesc	wies
0685937	1433072	Ociete	wies
0719719	1014102	Ocin	wies
0809517	2609082	Ocinek	wies
0166628	2213062	Ocypel	osada lesna
0166597	2213062	Ocypel	wies
0614216	1406012	Oczesaly	wies
0136047	2409023	Oczko	wies
0373310	3022033	Oczkowice	wies
1036081	0419022	Ocwieka	osada lesna
0085309	0419022	Ocwieka	wies
0165184	2211062	Odargowo	wies
0774440	3214033	Odargowo	wies
0145075	1608062	Odcinek	kolonia
0629420	1406073	Odcinki Dylewskie	wies
0740560	1405062	Oddzial	wies
0637281	1425103	Odechowiec	wies
0284279	1004042	Odechow	wies
0637306	1425103	Odechow	wies
0904115	0604072	Odletajka	kolonia
0824280	1204042	Odmet	wies
0472503	2815022	Odmy	wies
0034588	2002072	Odnoga-Kuzmy	wies
0763910	2816023	Odoje	wies
0937110	3017033	Odolanow	miasto
0184968	3210043	Odolanow	osada
0857344	0401042	Odolion	wies
0241962	2603033	Odonow	wies
0838039	1216153	Odporyszow	wies
0912280	0804052	Odra	osada lesna
0214675	2415062	Odra	wies
0002430	1405043	Odrano-Wola	wies
0192123	0206082	Odrodzenie	schronisko turystyczne
0202123	3012043	Odrodzenie	osada lesna
0555152	1012132	Odrowaz	wies
0421871	1211032	Odrowaz	wies
0495020	1605013	Odrowaz	wies
0272023	2605083	Odrowaz	wies
0300630	3003103	Odrowaz	wies
0228772	2610022	Odrowazek	wies
0083180	2202043	Odry	osada lesna
0083204	2202043	Odry	wies
0036311	2005082	Odrynki	wies
0469814	2814013	Odryty	osada
0362915	1817082	Odrzechowa	wies
0362080	1807092	Odrzykon	wies
0590183	3021113	Odrzykozuch	osada
0614222	1406012	Odrzywolek	wies
0630110	1423042	Odrzywol	wies
0319813	1206022	Odwisle	wies
0527948	3001043	Ofelia	wies
0801740	2606043	Oficjalow	wies
1010006	3210043	Ogard	osada
0187607	0806043	Ogardy	wies
0187613	0806043	Ogardzki Mlyn	osada
0278534	2613063	Ogarka	wies
0309878	3216033	Ogartowo	wies
0309890	3216033	Ogartowko	osada
0580888	3026012	Ogieniowo	osada
0491423	1610013	Ogiernicze	wies
0518056	1422072	Ogleda	wies
0807530	2612073	Ogledow	wies
0785484	3206092	Ognica	wies
0774457	3214033	Ognica	wies
0689645	0611072	Ogniwo	wies
0174993	2205072	Ogonki	wies
0771111	2819033	Ogonki	wies
0365150	0209052	Ogonowice	wies
0547365	1007043	Ogonowice	wies
0114755	1402033	Ogonowo	wies
0390739	0616043	Ogonow	wies
0495941	1607022	Ogonow	wies
0514756	1411052	Ogony	wies
0530399	3002073	Ogorzale	osada lesna
1008794	3027073	Ogorzelczyn	osada lesna
0298070	3027073	Ogorzelczyn	wies
0189954	0207022	Ogorzelec	wies
0364021	0216032	Ogorzelec	wies
0861200	0418063	Ogorzelewo	wies
0576326	1419132	Ogorzelice	wies
0081990	2202032	Ogorzeliny	wies
0139293	2409032	Ogorzelnik	wies
0025595	2002023	Ogoly	wies
0766185	2009042	Ogorki	wies
0861825	0415032	Ograszka	wies
0718690	1017102	Ogroble	wies
0880900	0218043	Ogrodnica	wies
0031495	2002052	Ogrodniczki	wies
0041588	2002093	Ogrodniczki	wies
0010808	0601032	Ogrodniki	wies
0017101	0601112	Ogrodniki	kolonia
0021203	0601172	Ogrodniki	wies
0682465	1426053	Ogrodniki	wies
0679138	1433053	Ogrodniki	wies
0025218	2002013	Ogrodniki	wies
0027275	2002032	Ogrodniki	wies
0023679	2003032	Ogrodniki	wies
0036328	2005082	Ogrodniki	wies
0032106	2008043	Ogrodniki	wies
0768238	2009052	Ogrodniki	wies
0039700	2010092	Ogrodniki	wies
0039203	2011072	Ogrodniki	wies
0152589	2804052	Ogrodniki	wies
0309884	3216033	Ogrodno	wies
1018350	2606053	Ogrody	osada
0941748	2416063	Ogrodzieniec	miasto
0150923	2807043	Ogrodzieniec	osada
1005471	3002083	Ogrodzieniec	osada lesna
1062925	1019023	Ogrodzim-Kolonia	wies
0363180	0216013	Ogrodzisko	wies
0721900	1019042	Ogrodzisko	wies
0562650	1004022	Ogrodzona	wies
0545320	1010052	Ogrodzona	kolonia
0545314	1010052	Ogrodzona	wies
0051693	2403062	Ogrodzona	wies
0672171	1433022	Ogrodek	wies
0763933	2816023	Ogrodek	wies
0469429	2808022	Ogrodki	wies
0245865	2613022	Ogrojce	kolonia
0135898	2409023	Ogumie	osada lesna
0522218	1415112	Ojcewo	wies
0152980	2804063	Ojcowa Wola	wies
0506745	1435012	Ojcowizna	wies
0334362	1206103	Ojcow	wies
0740441	1405062	Ojcowek	osada
0914473	0808042	Ojerzyce	wies
0091149	0419043	Ojrzanowo	wies
0554632	1016102	Ojrzanow	wies
0740576	1405062	Ojrzanow	wies
0740582	1405062	Ojrzanow-Towarzystwo	wies
0131736	1012032	Ojrzen	wies
0121258	1402062	Ojrzen	wies
0144199	2613042	Ojslawice	wies
0016509	0613032	Okalew	wies
0708880	1017062	Okalew	wies
0849617	0402092	Okalewko	wies
0869844	0412052	Okalewo	wies
0741535	2208032	Okalice	osada
0801786	2606043	Okalina-Kolonia	wies
0801770	2606043	Okalina-Wies	wies
0528161	3019052	Okaliniec	wies
0168700	2213082	Okarpiec	kolonia
0763956	2816023	Okartowo	wies
0763838	2816023	Okartowo-Przystanek	osada
0763979	2816023	Okartowo-Tartak	osada
0013965	0601062	Okczyn	wies
0080980	0416012	Okiersk	osada
0314661	1203013	Oklesna	wies
0772056	2012092	Okliny	wies
0363501	0209022	Okmiany	wies
0857930	0418022	Okna	wies
0694557	1426112	Okniny-Podzdroj	wies
0177833	3210013	Okno	osada lesna
0767262	2816043	Oko	osada
0814205	1202023	Okocim	wies
0089106	0403043	Okole	wies
0173500	2213122	Okole	wies
0774368	3214053	Okole	osada
0311616	3215043	Okole	wies
0287071	3009063	Okoleniec	wies
0563973	1419063	Okolusz	wies
0414807	1008072	Okolowice	wies
0134953	2404063	Okolowice	wies
0000856	1417032	Okoly	kolonia
0499301	1609062	Okoly	wies
0967044	3031053	Okonek	miasto
0590190	3021113	Okoniec	osada lesna
0842383	0405022	Okonin	osada
0844614	0406022	Okonin	wies
0859656	0412022	Okonin	wies
0660370	1815033	Okonin	wies
0081145	0416012	Okoninek	kolonia
0162085	2213052	Okoninki	osada
0097590	0416052	Okoniny	wies
0162091	2213052	Okoniny	osada lesna
0097608	0416052	Okoniny Nadjeziorne	wies
0197787	1018032	Okon	wies
0471290	2801032	Okopa	kolonia
0474229	2801052	Okopek	osada
1021599	0601042	Okopy	osada lesna
0102746	0603042	Okopy	wies
0733903	1428052	Okopy	wies
0041163	2011093	Okopy	wies
0102781	0603042	Okopy-Kolonia	kolonia
0765151	2819022	Okowizna	osada
0397718	2004022	Okol	wies
0226431	2607022	Okol	wies
0757602	2009022	Okolek	wies
0059393	2417072	Okrajnik	wies
0549542	1012122	Okrajszow	wies
0404588	2004032	Okrasin	wies
0758398	2818033	Okrasin	osada
0864611	0408062	Okrag	wies
0192940	0225063	Okraglica	osada
0614601	1401013	Okraglik	wies
0133385	2404032	Okraglik	wies
0146904	2407083	Okraglik	wies
0803727	2612053	Okragla	wies
0156512	2207062	Okragla Laka	wies
0886127	0602032	Okragle	wies
0759340	2012032	Okragle	wies
0772300	2806102	Okragle	wies
0472510	2815022	Okragle	wies
0820217	1204032	Okreg	wies
0713875	1014082	Okreglica	wies
0247829	2604072	Okreglica	kolonia
0806306	2606062	Okreglica	wies
0285586	3027042	Okreglica	wies
0392715	0607082	Okreglica-Kolonia	kolonia
0080192	2202023	Okreglik	kolonia
0633455	1436032	Okreznica	wies
0677257	0611042	Okrzeja	wies
0884683	0223092	Okrzeszyce	wies
0190510	0207033	Okrzeszyn	wies
0003961	1418023	Okrzeszyn	wies
0256509	2602052	Oksa	wies
0035100	2010052	Oksiutycze	wies
0188370	0801073	Oksza	wies
0101391	0603032	Okszow	wies
0084178	0403022	Oktowo	wies
0880136	0223073	Okulice	wies
0830196	1201072	Okulice	wies
0781977	3212053	Okunica	wies
0177810	3210013	Okunie	wies
0002890	1412073	Okuniew	wies
0914384	0809063	Okunin	wies
0109777	0619062	Okuninka	wies
0747704	2201063	Okuninko	osada
0747696	2201063	Okunino	wies
0769048	2012072	Okuniowiec	wies
0707107	1003023	Okup Maly	wies
0707113	1003023	Okup Wielki	wies
0224550	1212073	Okupniki	przysiolek
0268895	2602072	Okupniki	kolonia
0399723	2006032	Okurowo	wies
0796140	2609032	Olbierzowice	wies
0808759	0607072	Olbiecin	wies
0377940	0812033	Olbrachcice	wies
0122849	1424032	Olbrachcice	wies
0491430	1610013	Olbrachcice	wies
0130932	2404022	Olbrachcice	wies
0279350	2602092	Olbrachcice	wies
0856563	0224053	Olbrachcice Wielkie	wies
0880142	0223073	Olbrachtowice	wies
0158280	2807063	Olbrachtowo	wies
0918034	0811102	Olbrachtow	wies
0158296	2807063	Olbrachtowko	wies
0824965	1201063	Olchawa	wies
0651737	1815012	Olchowa	wies
0362708	1817073	Olchowa	wies
0896150	0602102	Olchowiec	wies
0109435	0603122	Olchowiec	wies
0907355	0606112	Olchowiec	wies
0347985	1801032	Olchowiec	osada
0349903	1807023	Olchowiec	wies
0305969	3203023	Olchowiec	wies
0109470	0603122	Olchowiec-Kolonia	kolonia
0907361	0606112	Olchowiec-Kolonia	kolonia
1012672	2011072	Olchowniki	kolonia
0301530	3023083	Olchowo	wies
0780080	3204043	Olchowo	wies
0108335	0613072	Olchowka	wies
0037055	2005092	Olchowka	wies
0498224	1601043	Oldrzyszowice	wies
0636548	1409052	Olechow Nowy	wies
0636689	1409052	Olechow Stary	wies
0977798	2813043	Olecko	miasto
0763420	2813043	Olecko-Kolonia	kolonia
0375467	3029012	Olejnica	wies
0097287	0410053	Olek	wies
0846984	0415062	Olek	osada
0677694	1412102	Oleksianka	wies
0674833	1417052	Oleksin	wies
0676772	1426032	Oleksin	wies
0024779	2003052	Oleksin	wies
0620062	1407032	Oleksow	wies
0038250	2003062	Oleksze	wies
0584975	3003042	Olekszyn	wies
0385721	0614072	Olempin	wies
0540676	1010042	Olendry	wies
0039717	2010092	Olendry	wies
0024800	2003072	Olendy	wies
0102806	0603042	Olenowka	wies
0578779	1004082	Olesice	wies
0888379	0606032	Olesin	wies
0384489	0614062	Olesin	wies
0670120	1412052	Olesin	wies
0533274	3024083	Olesin	przysiolek
0301049	3027092	Olesin	wies
0825404	1204052	Olesno	wies
0932293	1608033	Olesno	miasto
0505591	1605053	Oleszka	wies
0232354	2601013	Oleszki	wies
0025610	2002023	Oleszkowo	wies
0876778	0202062	Oleszna	wies
0190638	0212023	Oleszna Podgorska	wies
0871278	0408092	Oleszno	wies
0246014	2613022	Oleszno	wies
0526133	3028033	Oleszno	wies
0305739	3203023	Oleszno	wies
0972507	1809063	Oleszyce	miasto
0987213	0214011	Olesnica	miasto
0702469	1011012	Olesnica	wies
0708710	1017062	Olesnica	wies
0825440	1204052	Olesnica	wies
0694830	1426122	Olesnica	wies
0257118	2612032	Olesnica	wies
0524631	3001032	Olesnica	wies
0301552	3023083	Olesnica	wies
0879535	0215042	Olesnica Mala	wies
0873923	0223022	Olesniczka	wies
0535801	1001022	Olesnik	wies
0615084	1406022	Olesnik	wies
0392158	0617052	Olesniki	wies
0150662	2804032	Olesno	wies
0718170	1017093	Olewin	wies
0218035	1212053	Olewin	wies
0490330	2817082	Oledry	wies
0682471	1426053	Oledy	wies
0696585	1426132	Oledy	wies
0024816	2003052	Oledzkie	wies
0860406	0418052	Olganowo	wies
0232360	2601013	Olganow	wies
0281737	3027022	Olimpia	wies
0092806	0403052	Olimpin	wies
0546130	1007032	Olimpiow	wies
0651810	1815012	Olimpow	wies
0025224	2002013	Oliszki	wies
0035671	2008063	Oliszki	wies
0520923	1411092	Olki	wies
0505993	1415012	Olkowa Kepa	przysiolek
0632912	1401022	Olkowice	wies
0150389	2804022	Olkowo	wies
0941777	1212053	Olkusz	miasto
0031503	2002052	Olmonty	wies
0173060	2206082	Olpuch	wies
0173090	2206082	Olpuch-Dworzec	osada
0293031	3030043	Olsz	osada
0884298	0213033	Olsza	wies
0091646	0409033	Olsza	wies
0736304	1021052	Olsza	wies
0026689	2011013	Olsza	wies
0596493	3026043	Olsza	wies
1062693	0412062	Olszak	osada lesna
0123197	1424043	Olszak	wies
0281430	3009022	Olszak	wies
0996590	3021123	Olszak	osada lesna
0313414	3209082	Olszak	osada
0509666	1435022	Olszaki	wies
0539064	2605012	Olszamowice	wies
0632941	1401022	Olszamy	wies
0460693	1210142	Olszana	wies
0368415	0226052	Olszanica	wies
0358262	1821042	Olszanica	wies
0044115	2003082	Olszanica	wies
0156529	2207062	Olszanica	wies
0903133	0602142	Olszanka	wies
0104640	0606062	Olszanka	wies
0105360	0606072	Olszanka	wies
0384213	0609092	Olszanka	wies
0460859	1210142	Olszanka	wies
0016700	1410032	Olszanka	wies
0523229	1435053	Olszanka	wies
0734943	1438032	Olszanka	wies
0500620	1601062	Olszanka	wies
0763011	2001052	Olszanka	wies
0044747	2002143	Olszanka	wies
0768244	2009052	Olszanka	wies
0041170	2011093	Olszanka	wies
0757200	2012022	Olszanka	wies
0765932	2012042	Olszanka	wies
0767397	2012062	Olszanka	wies
0770347	2012082	Olszanka	wies
0170073	2204052	Olszanka	wies
0014002	0601062	Olszanki	wies
0750132	2203072	Olszanowo	wies
0367338	0211032	Olszany	wies
0855807	0219063	Olszany	wies
0623787	1406062	Olszany	wies
0604867	1813042	Olszany	wies
0167622	2214032	Olsze	wies
0620493	1406042	Olszew	wies
0669588	1429032	Olszew	wies
0284523	1004042	Olszewa	wies
0732737	1438023	Olszewek	wies
0024822	2003052	Olszewek	wies
0086154	0407042	Olszewice	wies
0551906	1007072	Olszewice	wies
0673905	1412093	Olszewice	wies
0908998	0802042	Olszewiec	osada
0113170	1422032	Olszewiec	wies
0748135	2201063	Olszewiec	osada
0092462	0410033	Olszewka	wies
0096075	0413032	Olszewka	wies
0126333	1402092	Olszewka	wies
0513248	1415062	Olszewka	wies
0510735	1422042	Olszewka	wies
0473365	2817022	Olszewki	wies
0117848	1437022	Olszewko	wies
0744580	2212042	Olszewko	osada
0378951	0615022	Olszewnica	wies
0013356	0615042	Olszewnica	wies
0008556	1408052	Olszewnica	osada lesna
0008540	1408052	Olszewnica Nowa	wies
0008616	1408052	Olszewnica Stara	wies
0476889	2814063	Olszewnik	wies
0728902	1021042	Olszewo	wies
0130270	1437063	Olszewo	wies
0024213	2003042	Olszewo	wies
0024839	2003052	Olszewo	wies
0408327	2007072	Olszewo	wies
0403241	2010082	Olszewo	wies
0117989	2803043	Olszewo	osada
0125084	2803062	Olszewo	osada lesna
0765659	2805042	Olszewo	wies
0768592	2805052	Olszewo	wies
0762170	2810023	Olszewo	wies
0483926	2811043	Olszewo	wies
0763554	2813043	Olszewo	wies
0376656	3011053	Olszewo	wies
0597015	3025043	Olszewo	wies
0755460	2819012	Olszewo Wegorzewskie	wies
0127380	1413062	Olszewo-Bolaki	wies
0515968	1415092	Olszewo-Borki	wies
0127410	1413062	Olszewo-Borzymy	wies
0394708	1416022	Olszewo-Cechny	wies
0398340	2007013	Olszewo-Gora	wies
0127427	1413062	Olszewo-Grzymki	wies
0405381	2014032	Olszewo-Przyborowo	wies
0554655	1016102	Olszowa	wies
0836939	1216142	Olszowa	wies
0642075	1401063	Olszowa	wies
0624344	1425042	Olszowa	wies
0504380	1611063	Olszowa	wies
0199823	3008033	Olszowa	wies
0638910	1401052	Olszowa Dabrowa	wies
0396759	2008013	Olszowa Droga	wies
0737315	1013062	Olszowa Wola	wies
0554566	1016102	Olszowa-Piaski	wies
0285853	3010032	Olszowe	osada lesna
0337640	1206143	Olszowice	wies
0379560	0609033	Olszowiec	wies
0385738	0614072	Olszowiec	wies
0551929	1007072	Olszowiec	wies
0544705	1016062	Olszowiec	wies
0009863	1428022	Olszowiec	wies
0566351	1428032	Olszowiec	wies
0379577	0609033	Olszowiec-Kolonia	wies
0551935	1007072	Olszowiec-Kolonia	kolonia
0786756	2606012	Olszownica	wies
0167964	2206072	Olszowy Kierz	osada
0882081	0214083	Olszowka	wies
0843282	0405032	Olszowka	kolonia
0453925	1207092	Olszowka	wies
0735405	1438023	Olszowka	wies
0150053	2207022	Olszowka	osada
0248705	2604082	Olszowka	wies
0290251	3009092	Olszowka	wies
0292669	3027062	Olszowka	wies
0269630	2605062	Olszowka Pilczycka	wies
0140675	2404122	Olsztyn	wies
0964465	2862011	Olsztyn	miasto
0964910	2814093	Olsztynek	miasto
0670806	1426012	Olszyc Szlachecki	wies
0670812	1426012	Olszyc Wloscianski	wies
0670798	1426012	Olszyc-Folwark	wies
0269127	2602072	Olszyca	kolonia
0018394	0601122	Olszyn	wies
0191684	0210052	Olszyna	miasto
1038341	0805053	Olszyna	osada
0915946	0811082	Olszyna	wies
0632622	1423052	Olszyna	osada
0132492	2407042	Olszyna	wies
0206345	3018073	Olszyna	osada
0206322	3018073	Olszyna	wies
0191690	0210052	Olszyna Dolna	wies
0856445	0221082	Olszyniec	wies
1027975	0403043	Olszyniec	osada
0918040	0811102	Olszyniec	wies
0858310	0401052	Olszynka	wies
0694066	1403132	Olszynka	osada lesna
0498394	1610032	Olszynka	wies
0607529	1813072	Olszynka	wies
0032359	2011032	Olszynka	wies
0478871	2808043	Olszynka	wies
0732157	1428042	Olszynki	wies
0189960	0207022	Olszyny	wies
0545337	1010052	Olszyny	wies
0317234	1201032	Olszyny	osada lesna
0211910	1203022	Olszyny	wies
0829431	1216072	Olszyny	wies
0836052	1216132	Olszyny	wies
0514970	1415083	Olszyny	osada lesna
0514963	1415083	Olszyny	wies
0403910	2007052	Olszyny	wies
1014151	2202043	Olszyny	osada lesna
0083351	2202043	Olszyny	wies
0489366	2817062	Olszyny	wies
0403940	2007052	Olszyny-Kolonia	wies
0566411	1428032	Olunin	wies
0214698	2415062	Olza	wies
0596790	3025043	Olaczewo	wies
0987259	0215011	Olawa	miasto
0519535	1415102	Oldaki	wies
0116091	1424012	Oldaki	wies
0035688	2008063	Oldaki	wies
0396340	2013032	Oldaki-Magna Brok	wies
0394737	1416022	Oldaki-Polonia	wies
0690016	1412142	Oldakowizna	wies
0852938	0208072	Oldrzychowice Klodzkie	wies
0086467	0407053	Oldrzychowo	wies
0191773	0201052	Olobok	wies
0913580	0808032	Olobok	wies
0208338	3017072	Olobok	wies
0755514	2819012	Olownik	osada
0755508	2819012	Olownik	wies
0402827	1416062	Olowskie	wies
0832338	1216162	Olpiny	wies
0402833	1416062	Oltarze-Golacze	wies
0005960	1432063	Oltarzew	wies
0146301	2416083	Oludza	wies
0306302	3208032	Oluzna	wies
0206256	3018073	Omieciny	osada lesna
0639274	1430053	Omiecin	wies
0783516	3214102	Omiecin	osada
1060808	1420062	Omieciny	kolonia
0116665	1420062	Omieciny	wies
0474910	2815032	Omin	osada
0480359	2807052	Omule	wies
0476607	2817032	Omulew	osada lesna
0312685	3215062	Omulna	osada
0205914	3017042	Oneber	osada
0767055	2816043	Onufryjewo	wies
0352986	1805042	Opacie	wies
0814866	1803022	Opacionka	wies
0636063	1407072	Opactwo	wies
0003978	1418023	Opacz	wies
0005262	1421042	Opacz Mala	wies
0005256	1421042	Opacz-Kolonia	wies
0606317	1809042	Opaka	wies
0025862	2005032	Opaka Duza	wies
0863830	0401062	Opalanka	wies
0414322	1020062	Opalanki	wies
0841165	0402032	Opalenica	wies
0971241	3015053	Opalenica	miasto
0161329	2214023	Opalenie	wies
0507650	1422023	Opaleniec	wies
0650790	1808022	Opaleniska	wies
0914480	0808042	Opalewo	wies
0161890	2215052	Opalino	osada
0858540	0408022	Oparczyska	wies
0667276	1819052	Oparowka	wies
0312952	3216062	Oparzno	wies
0390113	0614092	Opatkowice	wies
0332044	1214053	Opatkowice	wies
0627673	1407053	Opatkowice	wies
0237512	2608013	Opatkowice	wies
0239758	2602012	Opatkowice Cysterskie	wies
0239770	2602012	Opatkowice Drewniane	wies
0239793	2602012	Opatkowice Murowane	wies
0239801	2602012	Opatkowice Pojalowskie	wies
0236062	2603022	Opatkowiczki	wies
0872929	0217012	Opatowice	wies
0868081	0411062	Opatowice	kolonia
0868075	0411062	Opatowice	wies
0257963	2603042	Opatowiec	wies
0203080	3008042	Opatowiec	kolonia
0402684	1416062	Opatowina	wies
0140959	2406052	Opatow	wies
0980671	2606043	Opatow	miasto
0203000	3008042	Opatow	wies
