Nr_ankiety	pyt1	pyt2	pyt3	pyt4	pyt5	pyt6	Id_szkoly	Plec
a1326	4	4	3	3	5	4	S033	k
a1327	3	4	4	3	1	4	S033	m
a1328	5	2	3	3	3	3	S033	m
a1329	5	2	2	2	5	5	S033	k
a1330	2	1	5	3	4	2	S033	k
a1331	1	4	1	3	5	3	S033	m
a1332	5	3	4	5	5	2	S033	m
a1333	2	4	3	2	3	2	S033	m
a1334	4	3	2	1	3	1	S033	k
a1335	5	1	4	1	1	4	S033	k
a1336	1	2	2	4	4	3	S033	k
a1337	2	1	2	3	5	2	S033	m
a1338	2	2	4	2	1	1	S033	m
a1339	4	2	1	3	4	1	S033	k
a1340	4	3	2	1	1	3	S033	m
a1341	5	4	3	3	2	1	S033	m
a1342	2	1	1	1	5	2	S033	m
a1343	2	2	3	2	1	5	S033	m
a1344	3	2	4	1	3	1	S033	m
a1345	2	4	1	4	2	2	S033	m
a1346	2	4	2	1	5	2	S033	k
a1347	3	4	3	4	5	2	S033	k
a1348	4	2	2	4	4	1	S033	m
a1349	2	2	2	3	4	3	S033	k
a1350	3	2	4	1	3	1	S033	m
a1351	3	1	3	3	3	1	S033	k
a1352	5	2	2	1	5	2	S033	m
a1353	5	3	1	1	2	5	S033	m
a1354	1	1	2	1	4	4	S033	m
a1355	1	3	2	1	2	2	S033	k
a1356	2	3	1	2	5	2	S033	k
a1357	4	3	3	1	4	1	S033	m
a1358	3	4	1	3	1	1	S033	m
a1359	2	2	3	1	4	1	S033	m
a1360	5	4	1	2	2	4	S033	m
a1361	3	1	1	4	2	2	S033	m
a1362	4	3	2	4	3	1	S033	m
a1363	1	2	5	3	2	3	S033	m
a1364	4	3	1	3	4	3	S033	m
a1365	5	1	4	1	5	2	S033	m
a1366	4	2	2	2	5	1	S033	m
a1367	2	3	1	1	5	2	S033	m
a1368	3	2	5	4	1	4	S034	m
a1369	2	2	2	3	4	4	S034	m
a1370	5	1	3	4	1	4	S034	m
a1371	3	2	2	4	2	4	S034	m
a1372	2	3	4	1	4	2	S034	k
a1373	3	2	2	3	1	5	S034	k
a1374	5	1	2	1	2	4	S034	k
a1375	4	1	1	1	4	3	S034	k
a1376	2	1	4	4	2	3	S034	m
a1377	3	1	4	3	3	4	S034	k
a1378	5	3	2	3	1	5	S034	k
a1379	3	1	2	4	2	5	S034	k
a1380	4	2	3	4	5	4	S034	k
a1381	2	1	4	3	5	3	S034	m
a1382	2	1	3	4	2	5	S034	m
a1383	5	1	2	1	4	3	S034	k
a1384	3	2	2	1	2	2	S034	m
a1385	3	1	2	3	3	2	S034	m
a1386	3	3	5	4	5	4	S034	m
a1387	5	3	4	2	3	2	S034	k
a1388	2	1	2	1	3	3	S034	m
a1389	4	2	1	2	1	5	S034	k
a1390	2	2	2	1	1	2	S034	k
a1391	4	3	2	3	1	5	S034	m
a1392	4	2	2	5	4	2	S034	k
a1393	3	3	1	4	3	3	S034	k
a1394	4	2	1	3	3	3	S034	m
a1395	2	3	5	4	2	4	S034	m
a1396	4	3	2	1	3	3	S034	m
a1397	4	3	3	3	4	4	S034	m
a1398	5	1	2	2	2	4	S034	k
a1399	5	3	1	3	4	2	S034	k
a1400	5	3	5	3	5	3	S034	k
a1401	3	1	2	3	4	2	S034	k
a1402	5	2	4	2	2	4	S034	k
a1403	5	2	1	3	3	4	S034	k
a1404	5	2	4	3	5	4	S034	k
a1405	2	3	2	4	5	2	S034	k
a1406	4	3	3	3	5	3	S034	k
a1407	3	1	3	4	2	4	S034	k
a1408	4	3	1	4	5	4	S034	k
a1409	3	2	3	1	2	2	S034	k
a1410	4	3	1	3	3	4	S034	k
a1411	5	1	1	2	4	1	S035	m
a1412	2	3	3	1	3	2	S035	k
a1413	1	2	3	3	2	1	S035	m
a1414	3	2	4	3	1	1	S035	k
a1415	3	3	3	3	5	5	S035	m
a1416	2	3	1	4	2	1	S035	k
a1417	5	2	3	3	3	3	S035	k
a1418	2	4	2	1	4	2	S035	m
a1419	4	2	1	2	5	5	S035	k
a1420	5	1	2	1	3	5	S035	k
a1421	5	1	4	1	1	3	S035	m
a1422	4	3	3	3	5	5	S035	m
a1423	5	1	5	1	5	5	S035	k
a1424	2	3	3	3	3	1	S035	m
a1425	5	2	2	3	5	3	S035	k
a1426	1	2	1	3	3	3	S035	k
a1427	4	4	2	3	3	3	S035	k
a1428	4	4	3	2	4	5	S035	k
a1429	5	1	5	1	1	2	S035	k
a1430	1	3	3	3	2	5	S035	k
a1431	3	1	1	4	2	3	S035	k
a1432	1	3	3	3	2	5	S035	k
a1433	2	1	2	4	3	3	S035	k
a1434	5	1	4	1	5	3	S035	m
a1435	3	2	2	3	4	1	S035	k
a1436	3	3	1	3	3	2	S035	m
a1437	3	2	1	3	5	2	S035	m
a1438	3	1	1	4	4	3	S035	k
a1439	1	4	4	2	1	1	S035	k
a1440	5	3	3	1	2	3	S035	k
a1441	3	4	4	1	2	2	S035	m
a1442	2	1	5	3	2	5	S035	k
a1443	3	1	1	3	2	2	S035	k
a1444	1	4	2	1	1	1	S035	k
a1445	3	1	1	4	5	5	S035	k
a1446	3	4	3	5	4	4	S035	k
a1447	3	4	2	4	2	4	S035	k
a1448	3	4	3	3	1	3	S035	k
a1449	3	3	1	2	2	4	S035	k
a1450	1	3	4	4	5	1	S035	k
a1451	5	1	2	3	3	5	S035	k
a1452	3	4	2	3	2	3	S035	k
a1453	3	3	1	2	3	5	S035	k
a1454	3	1	4	2	2	4	S036	m
a1455	4	1	4	1	5	2	S036	m
a1456	3	2	1	2	1	3	S036	m
a1457	4	3	1	2	1	3	S036	m
a1458	5	1	1	4	5	3	S036	m
a1459	5	1	2	3	3	2	S036	k
a1460	3	1	2	2	2	4	S036	k
a1461	4	3	5	2	2	3	S036	k
a1462	5	2	3	3	1	4	S036	k
a1463	3	2	2	3	4	2	S036	k
a1464	5	2	2	3	1	4	S036	k
a1465	3	1	2	4	2	5	S036	m
a1466	4	2	3	3	4	4	S036	m
a1467	5	3	2	3	2	3	S036	m
a1468	4	2	1	3	2	4	S036	m
a1469	2	1	1	3	3	4	S036	k
a1470	4	2	2	4	5	4	S036	m
a1471	2	1	2	1	1	4	S036	k
a1472	2	3	2	3	4	4	S036	m
a1473	3	2	1	2	5	4	S036	m
a1474	4	1	4	3	5	5	S036	m
a1475	3	2	4	1	5	4	S036	m
a1476	4	2	4	2	5	3	S036	k
a1477	3	2	2	2	5	5	S036	m
a1478	4	2	1	1	5	3	S036	k
a1479	3	2	2	1	4	4	S036	m
a1480	5	1	3	3	4	4	S036	k
a1481	4	1	3	1	5	4	S036	k
a1482	5	1	3	3	1	2	S036	m
a1483	5	2	1	3	5	3	S036	k
a1484	3	1	3	3	5	4	S036	k
a1485	5	3	1	3	4	2	S036	k
a1486	5	1	2	3	5	2	S036	m
a1487	4	3	5	3	2	3	S036	m
a1488	2	1	2	1	4	3	S036	m
a1489	4	2	2	1	5	3	S036	m
a1490	4	2	2	3	4	4	S036	m
a1491	3	3	1	5	1	4	S036	m
a1492	4	3	2	3	4	5	S036	m
a1493	2	2	1	4	1	4	S036	m
a1494	2	3	4	1	5	4	S036	m
a1495	4	1	4	4	1	4	S036	m
a1496	2	2	3	4	5	4	S036	m
a1497	2	2	2	3	2	3	S037	m
a1498	3	1	1	3	3	4	S037	k
a1499	1	1	5	3	5	1	S037	k
a1500	4	1	3	4	4	5	S037	k
a1501	2	1	1	3	1	5	S037	k
a1502	5	3	2	2	4	2	S037	k
a1503	5	4	4	1	1	1	S037	k
a1504	3	4	2	1	2	2	S037	m
a1505	1	2	4	3	2	4	S037	m
a1506	1	3	1	2	2	2	S037	m
a1507	1	2	5	2	5	4	S037	m
a1508	3	2	2	3	2	3	S037	m
a1509	2	2	4	3	1	1	S037	k
a1510	4	3	2	3	5	3	S037	m
a1511	3	3	1	2	3	3	S037	k
a1512	4	2	1	1	1	2	S037	m
a1513	1	4	2	3	2	3	S037	m
a1514	3	1	3	3	4	5	S037	m
a1515	1	2	1	3	1	5	S037	k
a1516	2	4	4	4	5	1	S037	k
a1517	5	2	1	4	4	1	S037	k
a1518	4	2	3	5	2	2	S037	k
a1519	1	4	3	3	4	1	S037	k
a1520	3	2	3	2	1	4	S037	k
a1521	5	2	5	1	5	2	S037	k
a1522	1	2	3	4	2	2	S037	m
a1523	2	1	4	1	3	3	S037	m
a1524	3	3	4	3	1	2	S037	k
a1525	5	4	4	1	3	4	S037	k
a1526	3	2	3	3	2	4	S037	k
a1527	3	3	2	1	5	2	S037	k
a1528	5	3	4	2	3	3	S037	m
a1529	1	2	1	3	4	4	S037	k
a1530	4	3	4	1	5	5	S037	k
a1531	3	2	1	3	5	1	S037	k
a1532	1	1	5	2	5	1	S037	k
a1533	5	2	5	3	3	2	S037	k
a1534	2	4	1	1	3	3	S037	k
a1535	4	2	1	4	1	3	S037	k
a1536	5	2	1	4	1	1	S037	k
a1537	1	4	4	3	5	5	S037	k
a1538	4	3	2	4	4	1	S037	k
a1539	5	4	2	3	3	5	S037	k
a1540	5	1	3	3	1	4	S038	m
a1541	3	3	3	1	3	4	S038	m
a1542	3	3	2	3	3	4	S038	k
a1543	5	2	4	3	1	4	S038	m
a1544	4	3	5	3	4	4	S038	k
a1545	3	2	4	3	3	4	S038	m
a1546	5	1	2	3	3	5	S038	m
a1547	5	2	2	3	2	2	S038	m
a1548	5	3	1	4	1	5	S038	m
a1549	5	1	1	3	2	5	S038	m
a1550	3	3	5	3	4	4	S038	m
a1551	5	1	1	4	3	2	S038	m
a1552	5	2	3	3	4	5	S038	m
a1553	4	1	3	2	3	4	S038	k
a1554	5	3	5	2	1	5	S038	m
a1555	5	1	4	5	5	5	S038	k
a1556	5	2	2	4	4	3	S038	m
a1557	2	2	1	1	1	4	S038	k
a1558	3	2	3	3	4	3	S038	m
a1559	3	1	3	1	3	4	S038	k
a1560	2	1	3	5	2	4	S038	k
a1561	5	2	2	3	4	4	S038	k
a1562	5	2	4	2	5	3	S038	k
a1563	5	3	5	3	1	4	S038	k
a1564	4	2	3	3	2	5	S038	k
a1565	2	2	3	3	1	4	S038	k
a1566	2	1	2	1	2	4	S038	k
a1567	4	1	3	3	1	4	S038	m
a1568	5	2	2	1	4	1	S038	m
a1569	2	2	1	4	3	3	S038	k
a1570	2	2	4	5	2	1	S038	k
a1571	4	2	3	1	5	1	S038	m
a1572	2	2	1	2	5	2	S038	m
a1573	4	2	1	3	1	5	S038	m
a1574	5	1	3	1	3	2	S038	m
a1575	3	2	2	1	5	1	S038	m
a1576	2	2	1	1	1	5	S038	m
a1577	4	2	2	1	5	5	S038	m
a1578	2	2	1	2	5	3	S038	m
a1579	4	2	1	3	1	2	S038	m
a1580	3	2	1	3	5	5	S038	m
a1581	2	1	1	3	2	4	S038	m
a1582	4	2	3	3	2	1	S038	m
a1583	3	2	1	2	4	5	S039	m
a1584	1	2	2	1	1	2	S039	k
a1585	5	4	3	3	4	4	S039	k
a1586	2	3	3	1	4	2	S039	k
a1587	3	3	2	1	2	5	S039	m
a1588	2	1	3	1	1	3	S039	m
a1589	1	3	1	4	3	5	S039	m
a1590	5	4	3	2	3	4	S039	k
a1591	4	1	2	3	3	4	S039	m
a1592	1	2	2	3	4	3	S039	m
a1593	4	2	3	2	2	4	S039	k
a1594	3	2	3	1	1	2	S039	k
a1595	3	2	3	2	2	5	S039	k
a1596	1	2	3	2	1	2	S039	k
a1597	4	2	2	1	1	2	S039	m
a1598	1	3	1	3	5	2	S039	m
a1599	3	1	1	4	4	4	S039	m
a1600	1	4	2	3	2	4	S039	k
a1601	3	1	1	3	4	1	S039	k
a1602	2	2	1	3	5	1	S039	m
a1603	5	2	2	2	5	1	S039	k
a1604	1	2	4	3	1	1	S039	m
a1605	4	2	3	4	3	5	S039	m
a1606	5	3	1	1	4	3	S039	k
a1607	5	3	1	1	1	4	S039	m
a1608	1	2	3	3	4	5	S039	k
a1609	1	3	1	3	2	3	S039	k
a1610	3	4	2	3	2	2	S039	k
a1611	5	1	2	4	5	2	S039	k
a1612	3	4	2	3	4	1	S039	k
a1613	5	2	1	3	4	3	S039	k
a1614	1	3	3	4	4	3	S039	k
a1615	5	2	3	3	3	2	S039	k
a1616	2	2	5	2	4	5	S039	k
a1617	3	1	1	1	2	1	S039	k
a1618	4	2	5	3	2	4	S039	k
a1619	5	3	1	1	2	5	S039	k
a1620	1	1	4	1	4	2	S039	k
a1621	2	2	3	2	4	2	S039	k
a1622	2	1	4	1	2	4	S039	k
a1623	1	4	1	4	3	5	S039	k
a1624	3	1	3	3	2	2	S039	k
a1625	5	2	1	3	5	1	S039	k
a1626	4	2	2	4	1	4	S040	m
a1627	1	3	1	1	5	5	S040	m
a1628	4	1	1	1	2	3	S040	m
a1629	5	4	4	3	5	1	S040	m
a1630	5	2	3	2	2	3	S040	m
a1631	5	3	3	2	3	3	S040	k
a1632	5	1	4	3	4	1	S040	m
a1633	2	1	4	3	4	5	S040	k
a1634	2	2	1	2	5	3	S040	m
a1635	4	3	2	4	5	1	S040	m
a1636	4	2	5	4	1	4	S040	m
a1637	1	2	4	1	3	1	S040	m
a1638	5	2	3	3	4	3	S040	k
a1639	3	1	5	3	2	1	S040	k
a1640	4	3	1	3	3	4	S040	m
a1641	1	1	4	2	1	5	S040	m
a1642	2	2	2	2	2	2	S040	m
a1643	5	2	2	3	1	3	S040	k
a1644	4	1	4	3	1	4	S040	k
a1645	1	3	3	3	3	2	S040	m
a1646	2	3	1	3	1	2	S040	m
a1647	1	3	4	4	2	5	S040	m
a1648	4	4	2	3	5	5	S040	k
a1649	5	1	5	4	5	5	S040	k
a1650	3	3	2	3	1	1	S040	k
a1651	2	2	1	3	1	2	S040	k
a1652	5	2	3	3	3	4	S040	m
a1653	5	4	4	4	4	1	S040	m
a1654	4	1	2	3	3	3	S040	k
a1655	2	4	1	3	2	1	S040	m
a1656	5	3	3	3	4	2	S040	k
a1657	2	2	4	1	5	2	S040	k
a1658	2	3	1	3	5	5	S040	m
a1659	2	2	2	2	1	5	S040	m
a1660	4	1	5	2	1	5	S040	m
a1661	3	2	1	2	5	1	S040	m
a1662	1	2	2	3	1	1	S040	m
a1663	2	3	1	3	2	2	S040	m
a1664	2	2	2	4	2	2	S040	m
a1665	5	1	4	3	3	1	S040	m
a1666	1	4	2	2	5	1	S040	m
a1667	4	2	4	3	4	2	S040	m
a1668	2	2	4	1	2	4	S040	m
a1669	3	2	2	3	3	3	S041	m
a1670	3	2	4	3	3	3	S041	m
a1671	5	2	1	3	4	5	S041	k
a1672	2	3	3	3	4	3	S041	k
a1673	4	3	1	1	5	2	S041	m
a1674	4	4	3	4	4	2	S041	m
a1675	2	3	3	4	1	2	S041	m
a1676	2	2	1	2	4	4	S041	m
a1677	1	2	1	4	3	2	S041	m
a1678	5	2	2	1	1	3	S041	m
a1679	5	2	1	4	5	4	S041	m
a1680	5	3	4	3	5	3	S041	m
a1681	3	4	2	1	3	2	S041	m
a1682	4	2	3	3	4	4	S041	k
a1683	3	3	2	1	4	5	S041	k
a1684	5	3	2	2	5	4	S041	k
a1685	5	4	2	1	2	3	S041	m
a1686	4	1	3	3	3	4	S041	k
a1687	5	2	1	1	5	5	S041	k
a1688	1	1	2	3	4	5	S041	m
a1689	2	2	1	3	5	4	S041	k
a1690	5	3	2	3	3	2	S041	k
a1691	3	1	2	1	2	4	S041	k
a1692	5	1	3	1	4	4	S041	k
a1693	5	2	1	2	1	5	S041	m
a1694	4	2	1	4	1	4	S041	k
a1695	2	3	1	4	4	4	S041	m
a1696	2	1	3	4	1	3	S041	k
a1697	2	3	2	1	4	4	S041	k
a1698	3	3	4	3	2	5	S041	k
a1699	2	3	2	1	5	5	S041	m
a1700	4	1	1	3	3	4	S041	k
a1701	3	3	2	5	1	4	S041	m
a1702	1	1	1	3	3	2	S041	m
a1703	2	2	2	2	4	5	S041	m
a1704	5	2	3	4	3	2	S041	m
a1705	4	2	4	3	1	3	S041	m
a1706	2	1	2	3	1	5	S041	m
a1707	5	1	4	3	3	5	S041	m
a1708	3	3	5	3	4	3	S041	m
a1709	5	1	2	5	3	4	S041	m
a1710	2	2	3	3	1	5	S041	m
a1711	3	3	2	4	5	4	S041	m
a1712	3	2	5	2	5	2	S042	m
a1713	5	3	1	2	2	4	S042	k
a1714	5	4	2	1	4	4	S042	k
a1715	1	1	3	1	1	1	S042	m
a1716	4	3	1	4	3	4	S042	k
a1717	4	3	2	2	2	4	S042	m
a1718	2	1	1	1	1	4	S042	m
a1719	2	3	3	3	5	3	S042	m
a1720	5	3	1	2	2	1	S042	m
a1721	1	1	4	4	2	4	S042	k
a1722	5	1	3	3	4	4	S042	m
a1723	1	3	2	4	2	1	S042	k
a1724	3	2	1	3	5	3	S042	k
a1725	1	1	3	4	3	3	S042	k
a1726	5	2	4	1	5	5	S042	k
a1727	1	1	3	4	5	2	S042	k
a1728	1	3	2	4	2	3	S042	k
a1729	3	2	2	1	4	3	S042	k
a1730	4	2	1	3	2	4	S042	k
a1731	2	1	2	1	2	1	S042	m
a1732	3	2	4	3	5	2	S042	k
a1733	1	2	3	2	2	5	S042	k
a1734	1	1	3	1	5	4	S042	m
a1735	1	3	1	2	3	3	S042	k
a1736	5	2	3	2	5	2	S042	m
a1737	2	4	2	1	2	2	S042	m
a1738	2	2	3	3	4	3	S042	m
a1739	3	2	2	1	1	4	S042	k
a1740	2	2	2	3	5	2	S042	k
a1741	1	3	1	1	4	1	S042	m
a1742	4	1	4	1	5	2	S042	k
a1743	2	4	4	2	5	5	S042	k
a1744	1	2	3	1	2	4	S042	k
a1745	1	2	2	2	4	2	S042	k
a1746	4	4	2	3	3	1	S042	k
a1747	2	4	2	1	5	3	S042	k
a1748	5	2	4	5	1	4	S042	k
a1749	3	1	5	1	1	5	S042	k
a1750	4	2	2	4	5	5	S042	k
a1751	4	1	1	1	4	3	S042	k
a1752	5	3	1	4	5	4	S042	k
a1753	2	2	2	4	3	1	S042	k
a1754	4	1	1	4	2	4	S042	k
a1755	4	1	5	2	3	4	S043	m
a1756	3	1	2	2	3	4	S043	m
a1757	1	1	2	1	2	1	S043	k
a1758	5	2	2	4	3	4	S043	k
a1759	4	3	1	4	5	5	S043	k
a1760	5	1	3	2	2	3	S043	m
a1761	1	2	4	3	2	3	S043	m
a1762	3	4	2	4	2	3	S043	k
a1763	3	2	2	4	5	5	S043	k
a1764	3	1	1	2	5	4	S043	m
a1765	1	4	4	4	2	1	S043	m
a1766	3	3	3	3	4	4	S043	k
a1767	4	2	5	4	5	5	S043	m
a1768	5	2	4	2	5	3	S043	k
a1769	2	1	1	4	4	5	S043	m
a1770	2	2	2	3	5	4	S043	k
a1771	5	2	1	3	1	3	S043	m
a1772	4	2	1	1	2	1	S043	m
a1773	2	4	1	1	5	2	S043	k
a1774	5	2	5	3	3	3	S043	k
a1775	4	3	5	2	1	2	S043	k
a1776	4	4	1	2	5	5	S043	k
a1777	1	2	2	2	3	3	S043	m
a1778	3	2	4	1	2	2	S043	m
a1779	1	4	3	4	2	2	S043	m
a1780	1	2	2	2	4	2	S043	k
a1781	3	5	2	4	2	1	S043	m
a1782	3	2	2	3	1	2	S043	k
a1783	2	1	2	1	4	5	S043	m
a1784	3	1	5	2	4	4	S043	m
a1785	4	5	2	1	1	1	S043	k
a1786	2	4	2	4	4	5	S043	k
a1787	4	3	5	3	5	4	S043	k
a1788	4	3	1	3	1	2	S043	k
a1789	1	5	3	2	4	2	S043	k
a1790	5	4	2	1	2	4	S043	k
a1791	2	1	2	3	3	5	S043	k
a1792	5	1	2	3	3	5	S043	k
a1793	2	2	1	2	5	5	S043	k
a1794	4	5	4	4	2	2	S043	k
a1795	2	3	1	3	5	3	S043	k
a1796	2	1	3	4	2	4	S043	k
a1797	2	2	5	2	2	3	S043	k
a1798	5	2	4	4	1	4	S044	k
a1799	4	2	1	1	1	4	S044	k
a1800	2	2	4	3	4	4	S044	m
a1801	1	2	2	3	2	5	S044	k
a1802	5	2	3	3	2	3	S044	k
a1803	2	3	1	3	3	5	S044	k
a1804	2	3	5	1	4	4	S044	k
a1805	5	2	1	3	3	4	S044	k
a1806	2	1	1	3	4	2	S044	m
a1807	2	3	3	3	5	2	S044	k
a1808	5	1	1	2	3	5	S044	k
a1809	5	2	1	2	1	3	S044	m
a1810	2	1	1	3	3	5	S044	k
a1811	4	3	5	1	1	4	S044	m
a1812	5	2	1	4	2	2	S044	k
a1813	5	1	2	1	3	3	S044	k
a1814	4	3	5	3	5	2	S044	k
a1815	5	1	2	3	5	4	S044	k
a1816	5	3	4	3	2	3	S044	m
a1817	3	3	2	2	5	3	S044	m
a1818	5	1	3	2	4	5	S044	k
a1819	1	2	4	2	1	3	S044	m
a1820	4	1	4	4	1	5	S044	m
a1821	3	1	3	3	1	2	S044	k
a1822	2	2	1	2	4	3	S044	k
a1823	5	3	4	3	4	2	S044	m
a1824	4	3	2	3	1	2	S044	k
a1825	2	1	3	1	4	3	S044	m
a1826	3	2	1	3	4	4	S044	m
a1827	5	1	2	3	5	4	S044	m
a1828	3	2	1	3	1	4	S044	k
a1829	5	3	2	2	2	4	S044	m
a1830	5	1	1	2	5	5	S044	m
a1831	5	3	3	3	3	2	S044	m
a1832	3	3	4	1	3	5	S044	m
a1833	5	2	1	2	3	5	S044	m
a1834	5	1	5	1	2	3	S044	m
a1835	5	1	2	3	1	5	S044	m
a1836	5	1	4	2	1	4	S044	m
a1837	4	2	2	3	3	4	S044	m
a1838	2	2	4	2	1	4	S044	m
a1839	5	2	3	4	5	5	S044	m
a1840	4	2	3	3	1	3	S044	m
a1841	3	2	2	3	5	1	S045	k
a1842	4	3	1	3	3	2	S045	m
a1843	4	2	2	1	4	5	S045	k
a1844	1	2	2	3	4	2	S045	m
a1845	1	2	3	2	1	4	S045	k
a1846	3	2	2	3	2	3	S045	k
a1847	4	2	5	4	3	4	S045	m
a1848	4	5	1	3	5	5	S045	k
a1849	3	1	4	3	2	4	S045	m
a1850	2	1	2	4	1	1	S045	k
a1851	3	2	3	2	3	5	S045	k
a1852	5	3	3	4	5	1	S045	k
a1853	2	5	1	1	2	1	S045	m
a1854	5	2	5	3	1	1	S045	k
a1855	5	2	4	2	1	1	S045	m
a1856	5	5	3	4	3	1	S045	k
a1857	5	2	2	1	1	2	S045	k
a1858	1	2	3	3	4	5	S045	k
a1859	3	2	5	2	1	3	S045	k
a1860	1	2	1	3	4	3	S045	m
a1861	1	2	2	4	1	2	S045	m
a1862	3	3	2	2	5	2	S045	m
a1863	1	3	3	4	5	1	S045	k
a1864	3	2	2	1	2	5	S045	m
a1865	3	2	5	3	5	4	S045	m
a1866	4	3	3	2	2	2	S045	k
a1867	1	2	1	4	4	4	S045	m
a1868	3	3	3	3	3	2	S045	k
a1869	1	3	1	4	2	2	S045	m
a1870	5	1	2	5	2	3	S045	m
a1871	3	5	4	1	5	5	S045	k
a1872	2	5	3	3	5	1	S045	m
a1873	1	3	3	2	3	1	S045	m
a1874	4	1	4	4	5	2	S045	m
a1875	2	3	5	3	5	5	S045	m
a1876	3	1	2	3	1	2	S045	m
a1877	5	1	4	4	1	3	S045	m
a1878	1	3	2	1	4	5	S045	m
a1879	3	2	2	5	2	5	S045	m
a1880	4	1	3	3	4	4	S045	m
a1881	5	1	1	3	4	1	S045	m
a1882	1	2	4	4	4	5	S045	m
a1883	3	1	1	3	1	5	S045	m
a1884	5	1	3	2	1	4	S046	k
a1885	3	1	1	3	2	2	S046	m
a1886	5	1	4	3	4	4	S046	m
a1887	5	2	1	3	2	3	S046	k
a1888	3	2	2	3	4	4	S046	k
a1889	1	2	2	1	1	1	S046	k
a1890	5	1	3	4	4	4	S046	k
a1891	4	1	1	1	3	2	S046	k
a1892	2	1	2	1	4	1	S046	m
a1893	3	2	2	4	3	2	S046	m
a1894	3	2	2	2	3	3	S046	k
a1895	2	5	4	2	4	1	S046	k
a1896	5	2	3	3	3	4	S046	k
a1897	1	1	1	3	1	1	S046	k
a1898	3	2	4	2	1	5	S046	k
a1899	3	1	3	3	5	3	S046	k
a1900	2	1	3	1	4	5	S046	m
a1901	5	5	2	4	2	2	S046	m
a1902	3	1	2	2	4	1	S046	k
a1903	2	1	3	3	3	1	S046	k
a1904	2	1	5	2	2	4	S046	k
a1905	2	1	2	4	4	3	S046	k
a1906	1	2	2	2	4	4	S046	k
a1907	1	1	2	4	2	5	S046	m
a1908	1	2	2	3	5	3	S046	k
a1909	5	3	1	4	5	1	S046	m
a1910	1	2	2	3	4	1	S046	k
a1911	3	2	1	4	5	5	S046	k
a1912	2	2	2	4	1	4	S046	m
a1913	4	1	2	3	3	3	S046	k
a1914	2	2	2	2	1	2	S046	k
a1915	4	2	1	3	4	2	S046	m
a1916	5	1	3	4	5	4	S046	k
a1917	1	1	1	1	2	3	S046	k
a1918	1	1	3	3	3	3	S046	k
a1919	5	2	2	3	3	5	S046	k
a1920	2	1	4	3	1	1	S046	k
a1921	1	1	5	2	5	4	S046	k
a1922	1	2	1	1	2	1	S046	k
a1923	5	1	3	3	1	1	S046	k
a1924	2	1	4	3	4	4	S046	k
a1925	1	1	4	1	4	5	S046	k
a1926	2	2	2	1	4	5	S046	k
a1927	2	2	1	3	4	2	S047	m
a1928	3	2	2	1	1	2	S047	m
a1929	3	2	2	2	5	2	S047	k
a1930	1	4	4	3	4	3	S047	k
a1931	2	1	2	1	1	1	S047	m
a1932	4	3	3	3	4	1	S047	k
a1933	1	2	1	4	4	4	S047	m
a1934	3	2	4	4	2	4	S047	k
a1935	4	2	3	4	4	1	S047	k
a1936	2	3	2	3	2	5	S047	k
a1937	3	3	3	3	3	4	S047	m
a1938	3	4	4	1	3	5	S047	m
a1939	5	3	2	1	1	4	S047	m
a1940	3	4	2	3	4	5	S047	k
a1941	1	4	2	1	5	2	S047	m
a1942	3	2	2	2	2	5	S047	k
a1943	1	4	1	4	3	2	S047	m
a1944	2	2	3	1	1	2	S047	k
a1945	1	1	2	3	5	5	S047	k
a1946	5	4	2	3	1	2	S047	m
a1947	5	3	5	4	4	5	S047	k
a1948	4	4	4	1	1	4	S047	k
a1949	1	1	3	4	2	4	S047	k
a1950	5	2	4	3	2	1	S047	k
a1951	3	1	1	1	2	5	S047	k
a1952	3	5	4	3	1	2	S047	k
a1953	2	2	2	2	5	3	S047	m
a1954	4	5	2	3	5	4	S047	m
a1955	1	2	3	1	5	5	S047	m
a1956	4	3	1	4	2	4	S047	m
a1957	3	3	2	3	5	4	S047	k
a1958	1	2	4	4	1	5	S047	k
a1959	5	2	1	1	1	2	S047	k
a1960	1	1	1	2	3	1	S047	k
a1961	3	5	1	2	3	2	S047	k
a1962	4	3	3	1	3	2	S047	k
a1963	2	5	1	2	3	2	S047	k
a1964	3	2	1	2	1	4	S047	k
a1965	3	2	1	4	5	2	S047	k
a1966	1	4	4	5	3	1	S047	k
a1967	4	1	2	1	3	4	S047	k
a1968	2	3	4	1	2	2	S047	k
a1969	5	5	4	1	5	3	S047	k
a1970	5	1	3	4	2	1	S048	k
a1971	2	3	5	4	3	1	S048	k
a1972	5	1	2	3	5	2	S048	m
a1973	4	3	5	1	2	4	S048	m
a1974	4	5	1	3	1	5	S048	m
a1975	3	2	2	2	4	3	S048	m
a1976	1	1	3	1	4	5	S048	m
a1977	4	2	2	3	4	3	S048	m
a1978	3	3	5	4	4	1	S048	k
a1979	5	5	1	4	4	5	S048	k
a1980	1	2	3	1	1	3	S048	k
a1981	5	4	5	3	1	3	S048	m
a1982	1	5	4	4	4	3	S048	m
a1983	4	2	2	1	2	1	S048	k
a1984	2	4	2	3	5	5	S048	k
a1985	4	5	1	2	5	3	S048	k
a1986	2	1	2	3	4	4	S048	k
a1987	3	5	1	4	4	5	S048	m
a1988	2	3	4	1	3	5	S048	k
a1989	3	3	4	1	2	4	S048	k
