rok	wiek	m_miasto	k_miasto	m_wies	k_wies
2029	33	118519	117181	97829	88065
2029	34	118830	117521	102461	94243
2029	35	127884	127294	106350	98251
2029	36	132869	131776	111331	102093
2029	37	136999	135469	115975	107410
2029	38	148271	147312	119792	109398
2029	39	153267	152874	120129	110055
2029	40	155668	155110	119440	109953
2029	41	160619	161957	121567	111857
2029	42	165279	165633	122023	112517
2029	43	173309	174628	124678	116515
2029	44	184008	185689	130450	121930
2029	45	191341	192423	132297	124226
2029	46	196646	199033	134610	127674
2029	47	189316	191366	131438	123822
2029	48	180415	184379	124628	117957
2029	49	183074	187041	126200	120674
2029	50	182117	185025	124864	119129
2029	51	175103	179189	121280	116469
2029	52	172068	176941	120630	115615
2029	53	170398	177380	121173	116101
2029	54	162380	168819	117417	114079
2029	55	154012	160814	114482	110814
2029	56	145617	153381	109921	107616
2029	57	138598	146393	105812	104166
2029	58	130090	140052	101889	100907
2029	59	125284	135648	98357	96589
2029	60	117985	129719	94469	94111
2029	61	114318	127111	92375	91945
2029	62	111105	125810	91068	90550
2029	63	110601	127456	89874	89447
2029	64	110299	129032	89685	89517
2029	65	111743	133022	89424	89478
2029	66	112203	136235	88991	90543
2029	67	111631	137819	87627	89627
2029	68	114377	144704	87400	90479
2029	69	118953	154834	88578	92916
2029	70	125284	166122	90240	95691
2029	71	128848	173383	87476	95203
2029	72	128131	177485	84301	93241
2029	73	124546	175335	78853	89315
2029	74	122740	176353	74784	87299
2029	75	113937	169005	67321	81196
2029	76	108341	165534	62814	78586
2029	77	101732	159683	57635	75378
2029	78	94906	153747	51999	72331
2029	79	85833	141549	46169	67095
2029	80	76976	131601	40041	61815
2029	81	69463	122138	35649	57370
2029	82	59820	109137	29518	50670
2029	83	49551	94128	23636	43619
2029	84	31637	62587	15448	30714
2029	85	27815	57702	13456	28443
2029	86	23925	51157	11311	25400
2029	87	20305	45741	9516	22712
2029	88	18352	43865	8932	21957
2029	89	16089	40551	7892	20950
2029	90	13475	35746	6543	18604
2029	91	11027	30832	5401	16235
2029	92	9106	26397	4325	13834
2029	93	7337	22340	3398	11648
2029	94	5602	17853	2599	9475
2029	95	4131	13788	1914	7482
2029	96	3028	10455	1384	5725
2029	97	2247	8161	1002	4583
2029	98	1591	5950	704	3401
2029	99	1084	4293	472	2454
2029	100	1575	7378	697	4275
2030	0	79630	75077	67620	63718
2030	1	81423	76817	68657	64678
2030	2	83187	78534	69805	65734
2030	3	84963	80246	71057	66883
2030	4	86749	81963	72408	68120
2030	5	88541	83682	73827	69428
2030	6	90305	85366	75280	70766
2030	7	91977	86962	76724	72105
2030	8	93464	88383	78095	73383
2030	9	94767	89630	79315	74521
2030	10	95859	90671	80288	75438
2030	11	96645	91427	80970	76089
2030	12	97150	91911	81413	76522
2030	13	97038	91826	81775	76884
2030	14	97660	92438	82384	77477
2030	15	99057	93799	83353	78399
2030	16	100924	95638	84570	79545
2030	17	101433	96473	83462	79096
2030	18	109313	103747	89837	84665
2030	19	111480	105697	91196	86180
2030	20	116232	110964	94955	89482
2030	21	120706	116058	99165	94224
2030	22	119154	115199	99502	94039
2030	23	111060	107395	93824	88065
2030	24	105356	101916	89406	83577
2030	25	101150	98029	86339	80861
2030	26	98180	94879	84063	77927
2030	27	95767	93726	83160	76527
2030	28	96749	94471	84341	77301
2030	29	100690	98476	86726	79455
2030	30	103729	101503	88897	81250
2030	31	104124	102018	90007	82342
2030	32	107508	104870	92648	84315
2030	33	113583	112519	94169	85027
2030	34	118286	116863	97918	88207
2030	35	118541	117191	102561	94381
2030	36	127456	126855	106515	98453
2030	37	132361	131291	111520	102309
2030	38	136427	134966	116175	107620
2030	39	147580	146724	120041	109650
2030	40	152507	152249	120390	110312
2030	41	154869	154476	119702	110203
2030	42	159775	161295	121807	112109
2030	43	164391	164948	122249	112766
2030	44	172357	173894	124882	116771
2030	45	182976	184901	130622	122193
2030	46	190238	191593	132437	124487
2030	47	195485	198165	134697	127919
2030	48	188169	190535	131454	124025
2030	49	179285	183577	124592	118124
2030	50	181880	186220	126108	120801
2030	51	180876	184212	124714	119212
2030	52	173858	178401	121075	116503
2030	53	170790	176155	120355	115605
2030	54	169070	176584	120828	116047
2030	55	161061	168058	117011	113966
2030	56	152704	160084	114003	110657
2030	57	144321	152679	109385	107419
2030	58	137303	145708	105213	103927
2030	59	128814	139382	101223	100631
2030	60	123983	134973	97622	96296
2030	61	116695	129053	93674	93785
2030	62	112996	126426	91499	91587
2030	63	109728	125090	90094	90154
2030	64	109139	126677	88808	89023
2030	65	108738	128193	88508	89047
2030	66	110030	132091	88120	88958
2030	67	110342	135210	87551	89964
2030	68	109620	136687	86055	88989
2030	69	112126	143399	85655	89761
2030	70	116392	153290	86608	92090
2030	71	122310	164273	87997	94728
2030	72	125469	171213	85035	94110
2030	73	124414	175001	81663	92030
2030	74	120538	172581	76079	87983
2030	75	118356	173230	71831	85812
2030	76	109407	165603	64331	79598
2030	77	103548	161773	59684	76812
2030	78	96725	155510	54422	73391
2030	79	89680	149165	48748	70135
2030	80	80540	136693	42930	64726
2030	81	71682	126368	36916	59272
2030	82	64132	116511	32547	54620
2030	83	54725	103402	26682	47899
2030	84	44909	88499	21151	40901
2030	85	28410	58390	13683	28566
2030	86	24652	53207	11749	26121
2030	87	20975	46764	9766	23119
2030	88	17594	41417	8115	20467
2030	89	15699	39299	7515	19574
2030	90	13578	35917	6545	18457
2030	91	11205	31262	5341	16175
2030	92	9019	26593	4332	13915
2030	93	7312	22417	3401	11666
2030	94	5778	18652	2621	9653
2030	95	4314	14621	1957	7698
2030	96	3111	11060	1408	5949
2030	97	2214	8189	991	4439
2030	98	1600	6227	695	3459
2030	99	1095	4407	469	2493
2030	100	1739	8254	748	4703
2031	0	78600	74105	66940	63072
2031	1	80169	75637	67886	63951
2031	2	81729	77157	68944	64923
2031	3	83304	78678	70110	65993
2031	4	84917	80235	71380	67155
2031	5	86576	81825	72736	68403
2031	6	88269	83443	74161	69716
2031	7	89957	85053	75614	71061
2031	8	91572	86596	77057	72405
2031	9	93034	87991	78424	73684
2031	10	94326	89225	79635	74826
2031	11	95419	90266	80598	75735
2031	12	96220	91035	81267	76385
2031	13	96746	91547	81690	76804
2031	14	96667	91498	82029	77141
2031	15	97319	92158	82614	77709
2031	16	98738	93565	83557	78596
2031	17	100629	95454	84742	79694
2031	18	101158	96340	83607	79194
2031	19	109040	103658	89959	84708
2031	20	111231	105658	91288	86161
2031	21	116015	110970	95021	89403
2031	22	120544	116144	99196	94056
2031	23	119104	115397	99478	93755
2031	24	111163	107739	93729	87652
2031	25	105622	102413	89228	83024
2031	26	101558	98664	86080	80186
2031	27	98687	95566	83751	77210
2031	28	96296	94366	82828	75856
2031	29	97228	94996	84041	76739
2031	30	101046	98822	86492	79050
2031	31	103946	101660	88746	81014
2031	32	104203	102018	89930	82243
2031	33	107450	104736	92646	84324
2031	34	113370	112223	94260	85168
2031	35	117966	116491	98056	88392
2031	36	118177	116816	102694	94543
2031	37	126972	126390	106705	98661
2031	38	131811	130796	111725	102523
2031	39	135826	134461	116376	107815
2031	40	146871	146142	120278	109882
2031	41	151739	151637	120635	110550
2031	42	154066	153854	119932	110434
2031	43	158933	160633	122017	112349
2031	44	163504	164264	122437	113004
2031	45	171405	173166	125039	117009
2031	46	181940	184110	130742	122437
2031	47	189128	190765	132522	124721
2031	48	194305	197305	134728	128139
2031	49	186999	189709	131418	124194
2031	50	178129	182772	124504	118253
2031	51	180652	185406	125960	120887
2031	52	179601	183401	124515	119258
2031	53	172577	177607	120816	116500
2031	54	169472	175369	120031	115553
2031	55	167707	175784	120426	115952
2031	56	159701	167296	116544	113816
2031	57	151358	159354	113462	110463
2031	58	142988	151966	108781	107184
2031	59	135975	145012	104548	103655
2031	60	127501	138695	100486	100327
2031	61	122649	134283	96823	95971
2031	62	115364	128362	92810	93424
2031	63	111621	125715	90548	91197
2031	64	108308	124344	89050	89731
2031	65	107627	125868	87671	88560
2031	66	107110	127318	87244	88535
2031	67	108244	131122	86726	88402
2031	68	108404	134126	86019	89334
2031	69	107518	135487	84376	88291
2031	70	109769	142006	83793	88971
2031	71	113698	151628	84501	91175
2031	72	119179	162268	85593	93655
2031	73	121913	168873	82428	92905
2031	74	120501	172313	78849	90684
2031	75	116325	169591	73133	86510
2031	76	113748	169818	68702	84153
2031	77	104665	161913	61190	77837
2031	78	98552	157627	56421	74828
2031	79	91504	150963	51083	71208
2031	80	84252	144138	45390	67708
2031	81	75100	131353	39636	62108
2031	82	66272	120643	33760	56480
2031	83	58760	110490	29469	51682
2031	84	49679	97321	23918	44965
2031	85	40377	82646	18766	38085
2031	86	25224	53911	11973	26267
2031	87	21659	48705	10168	23811
2031	88	18218	42405	8346	20866
2031	89	15086	37165	6846	18278
2031	90	13278	34862	6251	17277
2031	91	11312	31465	5358	16078
2031	92	9185	27015	4297	13893
2031	93	7263	22630	3421	11761
2031	94	5774	18757	2631	9691
2031	95	4463	15315	1981	7863
2031	96	3255	11758	1445	6135
2031	97	2283	8685	1009	4627
2031	98	1582	6265	689	3360
2031	99	1104	4628	467	2543
2031	100	1856	8981	775	5044
2032	0	77801	73352	66351	62521
2032	1	79154	74683	67205	63310
2032	2	80495	75991	68176	64199
2032	3	81857	77315	69252	65183
2032	4	83272	78681	70429	66263
2032	5	84757	80109	71703	67431
2032	6	86316	81600	73064	68686
2032	7	87932	83143	74488	70002
2032	8	89568	84705	75940	71354
2032	9	91156	86216	77377	72700
2032	10	92600	87596	78739	73981
2032	11	93895	88827	79940	75121
2032	12	94997	89880	80886	76030
2032	13	95819	90672	81538	76664
2032	14	96374	91223	81945	77063
2032	15	96328	91222	82257	77371
2032	16	97007	91931	82815	77901
2032	17	98453	93391	83729	78743
2032	18	100360	95331	84882	79786
2032	19	100911	96263	83723	79233
2032	20	108800	103623	90048	84689
2032	21	111030	105676	91355	86078
2032	22	115866	111045	95060	89254
2032	23	120487	116335	99186	93780
2032	24	119200	115748	99386	93325
2032	25	111432	108244	93550	87088
2032	26	106038	103051	88966	82348
2032	27	102066	99357	85770	79459
2032	28	99203	96202	83441	76550
2032	29	96763	94870	82550	75325
2032	30	97594	95340	83815	76348
2032	31	101265	98978	86354	78828
2032	32	104017	101646	88686	80937
2032	33	104159	101893	89932	82255
2032	34	107290	104507	92704	84411
2032	35	113075	111865	94397	85349
2032	36	117584	116083	98229	88598
2032	37	117764	116416	102856	94718
2032	38	126451	125916	106911	98869
2032	39	131235	130296	111930	102728
2032	40	135202	133956	116573	108000
2032	41	146154	145570	120497	110096
2032	42	150971	151033	120851	110774
2032	43	153262	153236	120128	110654
2032	44	158090	159977	122184	112574
2032	45	162614	163585	122576	113229
2032	46	170449	172438	125149	117236
2032	47	180895	183325	130811	122655
2032	48	188000	189940	132548	124929
2032	49	193099	196447	134702	128316
2032	50	185796	188886	131324	124322
2032	51	176935	181974	124364	118346
2032	52	179387	184592	125764	120933
2032	53	178283	182590	124261	119256
2032	54	171255	176818	120503	116455
2032	55	168114	174584	119648	115460
2032	56	166304	174984	119963	115815
2032	57	158309	166533	116016	113626
2032	58	149974	158612	112858	110231
2032	59	141620	151247	108112	106911
2032	60	134602	144306	103811	103349
2032	61	126150	137997	99684	99990
2032	62	121274	133574	95957	95616
2032	63	113990	127655	91871	93034
2032	64	110204	124982	89527	90772
2032	65	106842	123574	87936	89273
2032	66	106054	125030	86453	88066
2032	67	105414	126407	85898	87991
2032	68	106389	130095	85246	87797
2032	69	106376	132977	84382	88647
2032	70	105318	134205	82586	87532
2032	71	107296	140508	81802	88108
2032	72	110862	149824	82244	90161
2032	73	115886	160106	83024	92473
2032	74	118165	166335	79646	91570
2032	75	116384	169391	75859	89191
2032	76	111889	166322	70010	84869
2032	77	108915	166113	65410	82323
2032	78	99714	157845	57912	75865
2032	79	93338	153109	53019	72644
2032	80	86066	145972	47622	68790
2032	81	78662	138608	41967	65018
2032	82	69532	125507	36301	59234
2032	83	60811	114516	30617	53496
2032	84	53429	104100	26465	48569
2032	85	44746	90990	21265	41918
2032	86	35905	76382	16451	35062
2032	87	22209	49418	10384	23980
2032	88	18854	44234	8712	21527
2032	89	15658	38113	7059	18667
2032	90	12789	33028	5708	16158
2032	91	11093	30599	5129	15077
2032	92	9301	27240	4325	13839
2032	93	7417	23037	3404	11768
2032	94	5751	18978	2656	9792
2032	95	4473	15436	1999	7914
2032	96	3380	12341	1468	6286
2032	97	2402	9259	1041	4789
2032	98	1636	6663	706	3513
2032	99	1095	4670	467	2479
2032	100	1948	9680	800	5337
2033	0	77236	72822	65864	62061
2033	1	78373	73945	66627	62766
2033	2	79495	75047	67497	63560
2033	3	80636	76161	68481	64455
2033	4	81840	77330	69565	65446
2033	5	83123	78565	70746	66532
2033	6	84507	79894	72024	67706
2033	7	85991	81310	73384	68965
2033	8	87555	82804	74805	70288
2033	9	89157	84331	76251	71642
2033	10	90730	85826	77685	72992
2033	11	92179	87203	79033	74272
2033	12	93482	88449	80222	75405
2033	13	94606	89525	81158	76303
2033	14	95453	90351	81791	76919
2033	15	96037	90945	82172	77294
2033	16	96023	90999	82457	77561
2033	17	96730	91762	82985	78044
2033	18	98191	93278	83868	78831
2033	19	100121	95266	84993	79819
2033	20	100698	96241	83809	79215
2033	21	108609	103644	90114	84610
2033	22	110894	105763	91393	85927
2033	23	115819	111227	95062	89001
2033	24	120577	116678	99108	93363
2033	25	119461	116268	99197	92739
2033	26	111849	108891	93281	86392
2033	27	106551	103740	88652	81622
2033	28	102587	99998	85462	78796
2033	29	99663	96698	83180	76026
2033	30	97122	95194	82355	74967
2033	31	97821	95497	83688	76140
2033	32	101343	98966	86311	78753
2033	33	103970	101512	88707	80962
2033	34	104018	101680	89997	82340
2033	35	107053	104224	92814	84542
2033	36	112719	111482	94570	85552
2033	37	117151	115653	98421	88816
2033	38	117309	116006	103029	94893
2033	39	125904	125442	107118	99071
2033	40	130637	129804	112130	102918
2033	41	134572	133457	116756	108173
2033	42	145428	145002	120692	110299
2033	43	150202	150435	121033	110983
2033	44	152462	152619	120288	110858
2033	45	157251	159324	122309	112788
2033	46	161729	162906	122670	113431
2033	47	169486	171712	125211	117438
2033	48	179831	182544	130829	122848
2033	49	186849	189127	132521	125099
2033	50	191866	195594	134623	128456
2033	51	184563	188071	131178	124413
2033	52	175709	181185	124174	118398
2033	53	178088	183783	125511	120936
2033	54	176929	181783	123949	119214
2033	55	169897	176033	120135	116368
2033	56	166724	173796	119210	115330
2033	57	164865	174189	119443	115639
2033	58	156875	165765	115426	113398
2033	59	148560	157863	112189	109964
2033	60	140211	150516	107373	106607
2033	61	133197	143590	103013	103013
2033	62	124760	137284	98817	99624
2033	63	119850	132842	95014	95226
2033	64	112570	126923	90866	92612
2033	65	108740	124220	88440	90319
2033	66	105314	122770	86747	88777
2033	67	104414	124155	85153	87534
2033	68	103657	125442	84468	87399
2033	69	104449	129006	83665	87134
2033	70	104251	131754	82637	87896
2033	71	103001	132829	80671	86690
2033	72	104684	138883	79666	87143
2033	73	107874	147880	79831	89045
2033	74	112409	157761	80281	91164
2033	75	114217	163582	76687	90087
2033	76	112044	166194	72684	87530
2033	77	107235	162768	66720	83056
2033	78	103868	162024	61969	80275
2033	79	94538	153406	54489	73691
2033	80	87895	148145	49493	70223
2033	81	80462	140478	44091	66112
2033	82	72932	132549	38496	62068
2033	83	63901	119244	32979	56152
2033	84	55384	108005	27548	50328
2033	85	48209	97438	23572	45334
2033	86	39870	84204	18680	38640
2033	87	31661	70097	14292	32043
2033	88	19371	44949	8918	21716
2033	89	16241	39822	7385	19288
2033	90	13307	33930	5901	16535
2033	91	10709	29039	4698	14131
2033	92	9140	26539	4153	13002
2033	93	7532	23277	3439	11750
2033	94	5891	19362	2651	9821
2033	95	4472	15657	2020	8015
2033	96	3399	12475	1485	6344
2033	97	2500	9745	1061	4916
2033	98	1726	7125	731	3648
2033	99	1140	4982	480	2602
2033	100	2012	10244	815	5515
2034	0	76893	72499	65465	61683
2034	1	77823	73428	66144	62311
2034	2	78725	74322	66923	63020
2034	3	79646	75232	67805	63823
2034	4	80631	76186	68795	64721
2034	5	81703	77228	69879	65714
2034	6	82885	78364	71063	66803
2034	7	84197	79617	72337	67982
2034	8	85625	80981	73696	69245
2034	9	87156	82441	75111	70567
2034	10	88743	83953	76551	71926
2034	11	90318	85447	77977	73275
2034	12	91773	86833	79316	74549
2034	13	93096	88099	80487	75675
2034	14	94245	89210	81407	76554
2034	15	95117	90079	82016	77147
2034	16	95733	90724	82371	77484
2034	17	95749	90833	82624	77703
2034	18	96477	91657	83122	78128
2034	19	97962	93221	83976	78859
2034	20	99915	95254	85075	79790
2034	21	100528	96268	83872	79139
2034	22	108483	103733	90155	84463
2034	23	110863	105951	91399	85678
2034	24	115914	111548	94995	88618
2034	25	120829	117195	98942	92784
2034	26	119885	116936	98925	92016
2034	27	112375	109597	92958	85650
2034	28	107079	104378	88343	80959
2034	29	103045	100493	85208	78271
2034	30	100007	97015	83003	75681
2034	31	97344	95334	82246	74779
2034	32	97917	95499	83653	76075
2034	33	101305	98842	86339	78787
2034	34	103826	101292	88789	81062
2034	35	103794	101407	90112	82473
2034	36	106746	103905	92959	84702
2034	37	112314	111076	94760	85758
2034	38	116684	115216	98626	89025
2034	39	116827	115588	103207	95063
2034	40	125340	124970	107320	99258
2034	41	130032	129315	112316	103095
2034	42	133930	132966	116914	108334
2034	43	144708	144443	120855	110488
2034	44	149434	149839	121184	111180
2034	45	151664	152007	120407	111053
2034	46	156405	158671	122390	112985
2034	47	160828	162229	122717	113622
2034	48	168510	170992	125221	117617
2034	49	178749	181772	130790	123009
2034	50	185667	188315	132443	125235
2034	51	190597	194753	134484	128555
2034	52	183295	187255	130979	124462
2034	53	174452	180397	123931	118405
2034	54	176748	182976	125201	120896
2034	55	175539	180975	123585	119134
2034	56	168505	175244	119711	116241
2034	57	165298	173011	118710	115161
2034	58	163391	173385	118855	115424
2034	59	155409	164982	114770	113135
2034	60	147098	157107	111443	109660
2034	61	138769	149774	106568	106273
2034	62	131752	142854	102142	102646
2034	63	123327	136549	97870	99224
2034	64	118388	132093	94007	94806
2034	65	111111	126163	89793	92158
2034	66	107220	123430	87276	89831
2034	67	103731	121933	85475	88251
2034	68	102717	123232	83774	86959
2034	69	101814	124419	82945	86753
2034	70	102419	127850	81978	86418
2034	71	102021	130439	80767	87074
2034	72	100561	131333	78614	85763
2034	73	101932	137126	77385	86082
2034	74	104720	145768	77253	87806
2034	75	108747	155213	77363	89717
2034	76	110054	160564	73545	88436
2034	77	107489	162723	69339	85696
2034	78	102366	158848	63278	81025
2034	79	98581	157565	58370	78015
2034	80	89131	148532	50934	71284
2034	81	82280	142676	45886	67543
2034	82	74708	134449	40506	63168
2034	83	67128	126049	35032	58902
2034	84	58292	112578	29725	52886
2034	85	50057	101207	24589	47033
2034	86	43031	90282	20751	41842
2034	87	35226	77384	16268	35361
2034	88	27664	63834	12299	29052
2034	89	16724	40533	7576	19493
2034	90	13841	35516	6189	17116
2034	91	11175	29890	4870	14487
2034	92	8848	25240	3813	12210
2034	93	7421	22723	3310	11063
2034	94	5998	19603	2685	9826
2034	95	4595	16009	2024	8060
2034	96	3407	12685	1508	6441
2034	97	2524	9876	1077	4974
2034	98	1806	7519	748	3758
2034	99	1206	5344	498	2709
2034	100	2090	10905	840	5747
2035	0	76745	72357	65138	61375
2035	1	77493	73116	65754	61943
2035	2	78188	73819	66450	62572
2035	3	78893	74520	67236	63285
2035	4	79651	75267	68122	64089
2035	5	80504	76095	69109	64987
2035	6	81478	77032	70195	65984
2035	7	82586	78096	71373	67073
2035	8	83843	79298	72641	68256
2035	9	85238	80629	73993	69519
2035	10	86757	82072	75401	70845
2035	11	88341	83581	76836	72204
2035	12	89922	85085	78248	73547
2035	13	91398	86493	79576	74814
2035	14	92740	87792	80730	75926
2035	15	93917	88946	81627	76779
2035	16	94818	89862	82214	77336
2035	17	95462	90564	82543	77626
2035	18	95501	90732	82760	77788
2035	19	96256	91604	83227	78155
2035	20	97766	93217	84055	78827
2035	21	99758	95296	85136	79704
2035	22	100426	96358	83917	78999
2035	23	108461	103920	90161	84221
2035	24	110967	106278	91343	85302
2035	25	116171	112033	94850	88086
2035	26	121245	117858	98689	92074
2035	27	120419	117668	98594	91239
2035	28	112915	110248	92643	84971
2035	29	107543	104871	88090	80442
2035	30	103388	100803	85041	77928
2035	31	100217	97146	82920	75505
2035	32	97434	95322	82228	74740
2035	33	97895	95381	83685	76114
2035	34	101169	98632	86429	78891
2035	35	103602	101017	88916	81208
2035	36	103509	101100	90254	82632
2035	37	106395	103559	93123	84867
2035	38	111876	110661	94961	85965
2035	39	116192	114784	98835	89226
2035	40	116329	115174	103382	95223
2035	41	124765	124506	107505	99432
2035	42	129419	128837	112481	103263
2035	43	133294	132475	117048	108487
2035	44	143986	143882	120986	110665
2035	45	148666	149246	121288	111368
2035	46	150862	151396	120481	111234
2035	47	155555	158021	122423	113163
2035	48	159920	161556	122715	113785
2035	49	167512	170278	125183	117767
2035	50	177645	181004	130700	123133
2035	51	184458	187514	132311	125325
2035	52	189298	193912	134296	128610
2035	53	181997	186450	130725	124466
2035	54	173154	179610	123634	118375
2035	55	175377	182171	124843	120815
2035	56	174116	180170	123167	119011
2035	57	167082	174462	119228	116076
2035	58	163837	172223	118153	114953
2035	59	161883	172572	118203	115172
2035	60	153903	164197	114038	112836
2035	61	145609	156341	110637	109331
2035	62	137288	149018	105694	105903
2035	63	130264	142101	101197	102244
2035	64	121852	135793	96857	98795
2035	65	116880	131318	92929	94357
2035	66	109594	125380	88645	91673
2035	67	105644	122611	86035	89311
2035	68	102084	121056	84127	87679
2035	69	100939	122256	82303	86331
2035	70	99887	123334	81316	86052
2035	71	100281	126603	80174	85625
2035	72	99667	129005	78764	86155
2035	73	97989	129718	76418	84737
2035	74	99027	135221	74945	84907
2035	75	101391	143474	74506	86438
2035	76	104873	152420	74258	88101
2035	77	105675	157289	70230	86614
2035	78	102714	158880	65835	83640
2035	79	97260	154567	59674	78788
2035	80	93047	152663	54629	75515
2035	81	83544	143151	47296	68616
2035	82	76504	136670	42222	64588
2035	83	68871	127980	36925	60007
2035	84	61342	119128	31632	55535
2035	85	52781	105611	26584	49480
2035	86	44763	93886	21691	43465
2035	87	38094	83074	18113	38348
2035	88	30844	70571	14035	32111
2035	89	23932	57638	10475	26113
2035	90	14285	36208	6366	17329
2035	91	11649	31344	5123	15028
2035	92	9258	26031	3965	12545
2035	93	7205	21657	3046	10409
2035	94	5930	19182	2594	9274
2035	95	4690	16250	2059	8085
2035	96	3512	13001	1516	6493
2035	97	2539	10071	1100	5068
2035	98	1826	7642	763	3812
2035	99	1267	5657	514	2797
2035	100	2196	11676	868	6007
2036	0	76732	72345	64872	61123
2036	1	77340	72972	65439	61644
2036	2	77854	73503	66065	62211
2036	3	78353	74013	66765	62841
2036	4	78894	74553	67552	63553
2036	5	79528	75174	68436	64355
2036	6	80281	75904	69423	65258
2036	7	81181	76770	70501	66254
2036	8	82237	77782	71674	67344
2036	9	83465	78950	72936	68525
2036	10	84844	80268	74283	69791
2036	11	86359	81710	75683	71119
2036	12	87955	83224	77105	72473
2036	13	89549	84749	78504	73811
2036	14	91045	86188	79815	75065
2036	15	92418	87528	80956	76147
2036	16	93621	88730	81824	76969
2036	17	94550	89707	82385	77476
2036	18	95215	90461	82680	77710
2036	19	95282	90684	82867	77812
2036	20	96065	91603	83307	78124
2036	21	97614	93261	84119	78744
2036	22	99664	95399	85174	79556
2036	23	100417	96542	83930	78775
2036	24	108570	104242	90110	83857
2036	25	111229	106760	91209	84787
2036	26	116579	112659	94622	87430
2036	27	121762	118582	98378	91318
2036	28	120962	118336	98264	90531
2036	29	113375	110742	92383	84445
2036	30	107881	105165	87922	80109
2036	31	103585	100926	84967	77763
2036	32	100285	97122	82922	75478
2036	33	97404	95192	82281	74798
2036	34	97774	95182	83779	76221
2036	35	100952	98360	86566	79040
2036	36	103309	100702	89074	81379
2036	37	103171	100764	90424	82803
2036	38	106001	103197	93304	85042
2036	39	111407	110245	95172	86162
2036	40	115677	114351	99038	89418
2036	41	115814	114761	103545	95371
2036	42	124178	124043	107676	99595
2036	43	128801	128353	112625	103424
2036	44	132646	131980	117151	108633
2036	45	143260	143322	121080	110838
2036	46	147889	148651	121357	111543
2036	47	150048	150782	120515	111402
2036	48	154685	157375	122419	113322
2036	49	158984	160893	122671	113924
2036	50	166485	169567	125094	117881
2036	51	176501	180237	130565	123222
2036	52	183213	186709	132127	125382
2036	53	187958	193074	134055	128622
2036	54	180649	185641	130420	124431
2036	55	171827	178826	123287	118303
2036	56	173969	181365	124431	120695
2036	57	172660	179368	122689	118853
2036	58	165622	173670	118693	115877
2036	59	162344	171423	117528	114712
2036	60	160331	171749	117480	114888
2036	61	152363	163401	113245	112509
2036	62	144081	155554	109763	108965
2036	63	135765	148237	104749	105505
2036	64	128734	141325	100188	101813
2036	65	120338	135013	95781	98333
2036	66	115318	130509	91782	93873
2036	67	108021	124564	87425	91157
2036	68	104007	121744	84721	88746
2036	69	100364	120120	82688	87060
2036	70	99078	121215	80732	85652
2036	71	97861	122161	79575	85281
2036	72	98028	125245	78236	84746
2036	73	97182	127458	76614	85149
2036	74	95262	127960	74065	83604
2036	75	95954	133145	72343	83610
2036	76	97866	140956	71582	84914
2036	77	100796	149383	70983	86323
2036	78	101080	153657	66751	84576
2036	79	97701	154690	62162	81377
2036	80	91908	149853	55926	76309
2036	81	87330	147247	50797	72738
2036	82	77786	137235	43587	65671
2036	83	70633	130214	38551	61417
2036	84	63037	121076	33401	56640
2036	85	55639	111877	28346	52026
2036	86	47288	98089	23497	45783
2036	87	39705	86503	18970	39887
2036	88	33421	75865	15658	34877
2036	89	26740	63818	11983	28909
2036	90	20479	51565	8822	23249
2036	91	12054	32014	5282	15244
2036	92	9680	27352	4181	13043
2036	93	7558	22383	3179	10721
2036	94	5772	18322	2397	8748
2036	95	4653	15935	1995	7651
2036	96	3598	13226	1546	6530
2036	97	2625	10349	1105	5123
2036	98	1847	7813	782	3899
2036	99	1287	5764	525	2849
2036	100	2318	12494	906	6279
2037	0	76835	72444	64658	60922
2037	1	77322	72955	65181	61401
2037	2	77694	73353	65758	61921
2037	3	78015	73692	66389	62486
2037	4	78354	74044	67090	63114
2037	5	78772	74459	67874	63827
2037	6	79308	74983	68751	64627
2037	7	79989	75641	69728	65528
2037	8	80839	76462	70801	66524
2037	9	81864	77443	71967	67615
2037	10	83074	78596	73224	68797
2037	11	84456	79907	74556	70064
2037	12	85977	81358	75948	71386
2037	13	87589	82895	77359	72735
2037	14	89205	84448	78742	74055
2037	15	90728	85931	80034	75285
2037	16	92129	87319	81152	76335
2037	17	93354	88573	81996	77108
2037	18	94303	89605	82525	77563
2037	19	94993	90411	82792	77741
2037	20	95092	90686	82950	77784
2037	21	95916	91655	83372	78037
2037	22	97525	93372	84158	78595
2037	23	99663	95600	85180	79321
2037	24	100535	96857	83893	78435
2037	25	108835	104721	89983	83354
2037	26	111635	107379	90997	84152
2037	27	117087	113341	94338	86729
2037	28	122287	119241	98073	90622
2037	29	121419	118837	97999	89991
2037	30	113710	111030	92217	84111
2037	31	108067	105265	87859	79958
2037	32	103640	100876	84985	77750
2037	33	100233	96975	82999	75548
2037	34	97273	94978	82390	74922
2037	35	97570	94921	83913	76373
2037	36	100666	98051	86730	79211
2037	37	102965	100360	89258	81560
2037	38	102789	100414	90605	82973
2037	39	105574	102831	93490	85207
2037	40	110917	109826	95375	86351
2037	41	115151	113919	99232	89596
2037	42	115286	114347	103698	95516
2037	43	123587	123579	107825	99755
2037	44	128178	127869	112742	103576
2037	45	131993	131483	117227	108772
2037	46	142523	142756	121137	111004
2037	47	147106	148055	121385	111708
