Kod_leku;Subst_czynna;Nazwa;Id_grupy;Cena_detaliczna;Cena_refundowana
5909990711444;Olanzapinum;Olanzapin Actavis, tabl. ulegajace rozpadowi w jamie ustnej, 20 mg;178.2;194,78;5,97
5909990712793;Clopidogrelum;Trombex, tabl. powl., 75 mg;23.1;31,64;13,46
5909990712809;Clopidogrelum;Trombex, tabl. powl., 75 mg;23.1;33,72;14,24
5909990712830;Clopidogrelum;Trombex, tabl. powl., 75 mg;23.1;94,88;36,44
5909990713127;Finasteridum;Finamef, tabl. powl., 5 mg;77.0;30,53;3,2
5909990713141;Finasteridum;Finamef, tabl. powl., 5 mg;77.0;84,93;9,6
5909990713158;Latanoprostum;Latanoprost Arrow, krople do oczu, 50 Ág/ml;214.0;37,69;3,2
5909990713530;Gonadotrophinum chorionicum;Pregnyl, proszek i rozpuszczalnik do sporzadzania roztworu do wstrzykiwan, 5000 j.m.;69.0;23,67;10,48
5909990713639;Inhibitor C1-esterazy, ludzki;Berinert, proszek i rozpuszczalnik do sporzadzania roztworu do wstrzykiwan lub infuzji, 500 j.m.;241.1;2428,19;3,2
5909990713974;Fenofibratum;Fenardin, kaps. twarde, 160 mg;47.0;23,23;8,23
5909990714322;Gabapentinum;Gabagamma 100, kaps. twarde, 100 mg;165.0;17,85;4,47
5909990714452;Gabapentinum;Gabagamma 300, kaps. twarde, 300 mg;165.0;75,29;28,75
5909990714605;Gabapentinum;Gabagamma 400, kaps. twarde, 400 mg;165.0;90,95;27,83
5909990715084;Topiramatum;Oritop, tabl. powl., 25 mg;164.0;21,87;5,48
5909990715145;Topiramatum;Oritop, tabl. powl., 50 mg;164.0;39,28;3,3
5909990715169;Topiramatum;Oritop, tabl. powl., 100 mg;164.0;70,18;3,2
5909990715206;Perindoprilum + Indapamidum;Tertensif Bi-Kombi, tabl. powl., 10+2,5 mg;44.0;42,12;36
5909990715268;Mycophenolas mofetil;Mycophenolate mofetil Sandoz 500, tabl. powl., 500 mg;134.0;167,15;3,2
5909990715299;Venlafaxinum;Efevelon SR, kaps. o przedluzonym uwalnianiu, twarde, 37,5 mg;187.0;13,52;5,13
5909990715350;Venlafaxinum;Efevelon SR, kaps. o przedluzonym uwalnianiu, twarde, 75 mg;187.0;25,09;8,33
5909990715374;Venlafaxinum;Efevelon SR, kaps. o przedluzonym uwalnianiu, twarde, 150 mg;187.0;48,82;15,29
5909990715497;Trazodonum;Trittico CR, tabl. o przedluzonym uwalnianiu, 150 mg;187.0;60,94;36,99
5909990716111;Carvedilolum;Dilatrend, tabl., 6,25 mg;40.0;17;15,77
5909990716418;Tamsulosinum;Omnic 0,4, kaps. o zmodyfikowanym uwalnianiu, 0,4 mg;76.0;29,64;7,25
5909990716623;Diclofenacum;Diclac 50, tabl. dojel., 50 mg;141.1;8,88;4,44
5909990716821;Nadroparinum calcicum;Fraxiparine, roztwor do wstrzykiwan, 3800 j.m. Axa/0,4 ml;22.0;78,43;11,44
5909990716920;Nadroparinum calcicum;Fraxiparine, roztwor do wstrzykiwan, 7600 j.m. Axa/0,8 ml;22.0;149,23;12,05
5909990717248;Metforminum;Glucophage 1000, tabl. powl., 1000 mg;15.0;8,59;3,4
5909990717521;Amoxicillinum + Acidum clavulanicum;Augmentin, tabl. powl., 875+125 mg;89.1;33,02;16,94
5909990717613;Carvedilolum;Dilatrend, tabl., 25 mg;40.0;23,83;18,92
5909990717705;Quetiapinum;Quentapil, tabl. powl., 25 mg;178.3;7,93;4,94
5909990717903;Quetiapinum;Quentapil, tabl. powl., 200 mg;178.3;112,6;16,81
5909990718009;Quetiapinum;Quentapil, tabl. powl., 100 mg;178.3;57,69;11,39
5909990718108;Quetiapinum;Quentapil, tabl. powl., 300 mg;178.3;168,05;24,36
5909990718245;Clopidogrelum;Clopidogrel Teva, tabl. powl., 75 mg;23.1;26,89;8,71
5909990718375;Mycophenolas mofetil;Mycophenolate mofetil Apotex, kaps., 250 mg;134.0;308,9;3,2
5909990718405;Mycophenolas mofetil;Mycophenolate mofetil Apotex, tabl. powl., 500 mg;134.0;308,9;3,2
5909990718566;Glimepiridum;Glimepiride Accord, tabl., 1 mg;16.0;3,52;3,2
5909990718917;Methadonum;Methadone Hydrochloride Molteni, Syrop, 1 mg/ml;150.3;6,97;5,15
5909990718986;Levothyroxinum natricum;Euthyrox N 88, tabl., 88 Ág;83.0;8,26;4,7
5909990719006;Levothyroxinum natricum;Euthyrox N 112, tabl., 112 Ág;83.0;9,19;4,57
5909990719013;Methadonum;Methadone Hydrochloride Molteni, Syrop, 1 mg/ml;150.3;5,84;5,84
5909990719037;Levothyroxinum natricum;Euthyrox N 137, tabl., 137 Ág;83.0;10,5;4,87
5909990719389;Quetiapinum;Bonogren, tabl. powl., 25 mg;178.3;10,74;7,75
5909990719419;Clarithromycinum;Klacid, tabl. powl., 500 mg;101.2;58,23;45,48
5909990719501;Glimepiridum;Glimepiride Accord, tabl., 2 mg;16.0;5,49;3,2
5909990719570;Glimepiridum;Glimepiride Accord, tabl., 3 mg;16.0;7,85;4,8
5909990719648;Glimepiridum;Glimepiride Accord, tabl., 4 mg;16.0;10,23;6,4
5909990719853;Quetiapinum;Bonogren, tabl. powl., 100 mg;178.3;54,17;7,87
5909990720163;Quetiapinum;Bonogren, tabl. powl., 200 mg;178.3;103,53;7,74
5909990720309;Quetiapinum;Bonogren, tabl. powl., 300 mg;178.3;151,04;7,35
5909990721399;Risperidonum;Ryspolit, roztwor doustny, 1 mg/ml;178.5;15,05;3,2
5909990721405;Risperidonum;Ryspolit, roztwor doustny, 1 mg/ml;178.5;47,03;3,2
5909990721498;Venlafaxinum;Faxigen XL 37,5 mg, kaps. o przedluzonym uwalnianiu, twarde, 37,5 mg;187.0;11,25;3,38
5909990721504;Venlafaxinum;Faxigen XL 75 mg, kaps. o przedluzonym uwalnianiu, twarde, 75 mg;187.0;21,12;6,34
5909990721528;Venlafaxinum;Faxigen XL 150 mg, kaps. o przedluzonym uwalnianiu, twarde, 150 mg;187.0;39,86;11,96
5909990721580;Amlodipinum;Amlodipinum 123ratio, Amlodipine Teva, tabl., 5 mg;41.0;6,92;2,08
5909990721603;Amlodipinum;Amlodipinum 123ratio, Amlodipine Teva, tabl., 10 mg;41.0;12,92;3,88
5909990721641;Losartanum + Hydrochlorothiazidum;Presartan H, tabl. powl., 50+12,5 mg;45.0;18,54;8,36
5909990721894;Losartanum + Hydrochlorothiazidum;Presartan H, tabl. powl., 100+25 mg;45.0;32,02;11,66
5909990722198;Quetiapinum;Kefrenex, tabl. powl., 25 mg;178.3;8,87;5,88
5909990722327;Quetiapinum;Kefrenex, tabl. powl., 300 mg;178.3;151,04;7,35
5909990722365;Quetiapinum;Kefrenex, tabl. powl., 100 mg;178.3;54,17;7,87
5909990722419;Tamoxifenum;Tamoxifen-Ebewe 20, tabl., 20 mg;130.0;14,1;0
5909990722426;Quetiapinum;Kefrenex, tabl. powl., 200 mg;178.3;103,53;7,74
5909990722617;Haloperidolum;Haloperidol WZF, tabl., 5 mg;177.2;6,12;1,84
5909990723164;Enzyma pancreatis;Lipancrea 16 000, kaps., 16000 j. Ph. Eur. lipazy;13.0;37,34;0
5909990723591;Simvastatinum;Simvastatin Bluefish, tabl. powl., 10 mg;46.0;4,16;2,38
5909990723812;Simvastatinum;Simvastatin Bluefish, tabl. powl., 20 mg;46.0;6,72;3,16
5909990723829;Simvastatinum;Simvastatin Bluefish, tabl. powl., 20 mg;46.0;7,18;3,37
5909990724031;Simvastatinum;Simvastatin Bluefish, tabl. powl., 40 mg;46.0;13,03;5,9
5909990724345;Losartanum;Presartan, tabl. powl., 50 mg;45.0;13,52;4,06
5909990724352;Losartanum;Presartan, tabl. powl., 100 mg;45.0;29;8,7
5909990724819;Morphinum;Doltard, tabl. o przedluzonym uwalnianiu, 10 mg;149.1;11,18;5,37
5909990724918;Morphinum;Doltard, tabl. o przedluzonym uwalnianiu, 30 mg;149.1;17,42;3,2
5909990725014;Morphinum;Doltard, tabl. o przedluzonym uwalnianiu, 60 mg;149.1;30,99;0
5909990725113;Morphinum;Doltard, tabl. o przedluzonym uwalnianiu, 100 mg;149.1;58,93;4,06
5909990726776;Valsartanum;Nortivan, tabl. powl., 80 mg;45.0;14,98;5,48
5909990726844;Valsartanum;Nortivan, tabl. powl., 160 mg;45.0;28,39;9,39
5909990726929;Donepezilum;Pamigen, tabl. powl., 5 mg;186.0;21,17;7,28
5909990726936;Donepezilum;Pamigen, tabl. powl., 10 mg;186.0;40,24;12,47
5909990727018;Lansoprazolum;Lanzul, kaps., 30 mg;2.0;9,25;7,27
5909990727025;Lansoprazolum;Lanzul, kaps., 30 mg;2.0;13,24;9,28
5909990727032;Lansoprazolum;Lanzul, kaps., 30 mg;2.0;22,27;14,35
5909990727100;Carvedilolum;Carvedilol-ratiopharm, tabl. powl., 6,25 mg;40.0;7,19;5,96
5909990727148;Carvedilolum;Carvedilol-ratiopharm, tabl. powl., 12,5 mg;40.0;9,74;7,28
5909990727193;Carvedilolum;Carvedilol-ratiopharm, tabl. powl., 25 mg;40.0;13,34;8,43
5909990727407;Valganciclovirum;Valcyte, tabl. powl., 450 mg;116.0;5941,6;3,2
5909990727414;Salbutamolum;Steri-Neb Salamol, roztwor do nebulizacji, 1 mg/ml;197.1;23,52;23,52
5909990727490;Venlafaxinum;Prefaxine, kaps. o przedluzonym uwalnianiu, twarde, 37,5 mg;187.0;14,88;6,49
5909990727506;Venlafaxinum;Prefaxine, kaps. o przedluzonym uwalnianiu, twarde, 75 mg;187.0;27,92;11,16
5909990727513;Salbutamolum;Steri-Neb Salamol, roztwor do nebulizacji, 2 mg/ml;197.1;35,69;33,28
5909990727520;Venlafaxinum;Prefaxine, kaps. o przedluzonym uwalnianiu, twarde, 150 mg;187.0;54,37;20,84
5909990727667;Clopidogrelum;Grepid, tabl. powl., 75 mg;23.1;22,06;6,62
5909990729012;Ciprofloxacinum;Cipropol, tabl. powl., 500 mg;105.0;11,81;8,11
5909990729081;Olanzapinum;Olzin, tabl., 10 mg;178.2;107,43;8,33
5909990729159;Olanzapinum;Olzin, tabl., 5 mg;178.2;52,31;4,36
5909990729685;Losartanum + Hydrochlorothiazidum;Losacor HCT, tabl. powl., 50+12,5 mg;45.0;15,55;6,05
5909990730100;Pantoprazolum;Ranloc, tabl. dojel., 20 mg;2.0;9,66;5,7
5909990730179;Pantoprazolum;Ranloc, tabl. dojel., 40 mg;2.0;18,5;10,58
5909990730346;Methotrexatum;Trexan, tabl., 10 mg;120.1;79,33;0
5909990730872;Letrozolum;Letrozole Accord, tabl. powl., 2,5 mg;132.0;67,44;0
5909990731299;Anastrozolum;Anastrozole Accord, tabl. powl., 1 mg;132.0;67,44;0
5909990731954;Ropinirolum;Aropilo, tabl. powl., 0,25 mg;170.0;43,56;18,78
5909990731985;Ropinirolum;Aropilo, tabl. powl., 0,5 mg;170.0;10,75;5,79
5909990732074;Ropinirolum;Aropilo, tabl. powl., 1 mg;170.0;17,66;7,75
5909990732111;Cefaclorum;Vercef, granulat do sporzadzania zawiesiny doustnej, 125 mg/5 ml;90.3;18,84;12,11
5909990732128;Cefaclorum;Vercef, granulat do sporzadzania zawiesiny doustnej, 125 mg/5 ml;90.3;19,56;10,59
5909990732227;Ropinirolum;Aropilo, tabl. powl., 2 mg;170.0;32,4;12,58
5909990732333;Ropinirolum;Aropilo, tabl. powl., 5 mg;170.0;77,77;28,2
5909990733668;Perindoprilum + Indapamidum;Co-Indipam, tabl., 4+1,25 mg;44.0;13,07;10,62
5909990734993;Indapamidum;Symapamid SR, tabl. o przedluzonym uwalnianiu, 1,5 mg;36.0;7,33;2,2
5909990735167;Tramadolum + Paracetamolum;Doreta, tabl. powl., 37,5+325 mg;153.3;15,27;0,02
5909990735235;Methotrexatum;Ebetrexat, roztwor do wstrzykiwan w ampulko-strzykawce, 20 mg/ml;120.2;66,61;3,2
5909990735266;Methotrexatum;Ebetrexat, roztwor do wstrzykiwan w ampulko-strzykawce, 20 mg/ml;120.2;82,15;3,2
5909990735297;Methotrexatum;Ebetrexat, roztwor do wstrzykiwan w ampulko-strzykawce, 20 mg/ml;120.2;97,43;3,2
5909990735839;Tiotropii bromidum;Spiriva Respimat, roztwor do inhalacji, 2,5 Ág/dawke odmierzona;201.2;145,11;46,68
5909990736393;Quetiapinum;Setinin, tabl. powl., 100 mg;178.3;54,17;7,87
5909990736461;Quetiapinum;Setinin, tabl. powl., 200 mg;178.3;109,2;13,41
5909990736492;Quetiapinum;Setinin, tabl. powl., 300 mg;178.3;156,71;13,02
5909990736706;Pantoprazolum;Contracid, tabl. powl. dojelitowe, 20 mg;2.0;11,94;7,98
5909990736720;Pantoprazolum;Contracid, tabl. dojel., 40 mg;2.0;23,12;15,2
5909990737673;Acidum alendronicum;Alendronat Bluefish, tabl., 70 mg;147.0;10,09;3,03
5909990738212;Indapamidum;Tertensif SR, tabl. powl. o przedluzonym uwalnianiu, 1,5 mg;36.0;13,49;8,09
5909990738397;Indacaterolum;Onbrez Breezhaler, proszek do inhalacji w kaps. twardej, 150 Ág;198.0;112,43;72,36
5909990738472;Indacaterolum;Onbrez Breezhaler, proszek do inhalacji w kaps. twardej, 300 Ág;198.0;116,43;36,29
5909990739233;Loratadinum;Flonidan, tabl., 10 mg;207.1;19,08;8,5
5909990739318;Loratadinum;Flonidan, zawiesina doustna, 1 mg/ml;207.2;12,9;5,36
5909990739387;Filgrastimum;Tevagrastim, roztwor do wstrzykiwan lub infuzji, 30 mln j.m./0,5 ml;133.0;145,78;3,2
5909990739394;Filgrastimum;Tevagrastim, roztwor do wstrzykiwan lub infuzji, 30 mln j.m./0,5 ml;133.0;713,25;3,2
5909990739400;Filgrastimum;Tevagrastim, roztwor do wstrzykiwan lub infuzji, 30 mln j.m./0,5 ml;133.0;1412,42;3,2
5909990739448;Filgrastimum;Tevagrastim, roztwor do wstrzykiwan lub infuzji, 48 mln j.m./0,8 ml;133.0;233,21;3,2
5909990739455;Filgrastimum;Tevagrastim, roztwor do wstrzykiwan lub infuzji, 48 mln j.m./0,8 ml;133.0;1166,11;3,2
5909990739462;Filgrastimum;Tevagrastim, roztwor do wstrzykiwan lub infuzji, 48 mln j.m./0,8 ml;133.0;2307,6;3,2
5909990739592;Candesartanum cilexetilum;Candepres, tabl., 8 mg;45.0;16,39;6,89
5909990739653;Candesartanum cilexetilum;Candepres, tabl., 16 mg;45.0;31,23;12,23
5909990740192;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 80+12,5 mg;45.0;13,8;4,3
5909990740208;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 80+12,5 mg;45.0;26,02;7,81
5909990740239;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 80+12,5 mg;45.0;43,67;13,1
5909990740246;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 160+12,5 mg;45.0;28,39;9,39
5909990740253;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 160+12,5 mg;45.0;49,44;14,83
5909990740260;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 160+12,5 mg;45.0;83,11;24,93
5909990740277;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 160+25 mg;45.0;28,39;9,39
5909990740284;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 160+25 mg;45.0;49,44;14,83
5909990740291;Valsartanum + Hydrochlorothiazidum;Co-Valsacor, tabl. powl., 160+25 mg;45.0;83,11;24,93
5909990740529;Riluzolum;Sclefic, tabl. powl., 50 mg;191.0;241,14;63,3
5909990740833;Valsartanum + Hydrochlorothiazidum;Co-Bespres, tabl. powl., 80+12,5 mg;45.0;14,41;4,91
5909990740857;Valsartanum + Hydrochlorothiazidum;Co-Bespres, tabl. powl., 160+25 mg;45.0;14,98;5,48
5909990740864;Valsartanum + Hydrochlorothiazidum;Co-Bespres, tabl. powl., 160+25 mg;45.0;28,39;9,39
5909990741311;Latanoprostum;Xaloptic, krople do oczu, roztwor, 0,05 mg/ml;214.0;44,51;10
5909990741359;Oxycodoni hydrochloridum + Naloxoni hydrochloridum;Targin, tabl. o przedluzonym uwalnianiu, 10+5 mg;150.4;90,42;0
5909990741465;Oxycodoni hydrochloridum + Naloxoni hydrochloridum;Targin, tabl. o przedluzonym uwalnianiu, 20+10 mg;150.4;172,58;0
5909990741861;Oxycodoni hydrochloridum + Naloxoni hydrochloridum;Targin, tabl. o przedluzonym uwalnianiu, 5+2,5 mg;150.4;47,42;2,21
5909990742110;Azithromycinum;Sumamed, proszek do sporzadzania zawiesiny doustnej, 100 mg/5 ml;101.1;20,82;16,53
5909990742219;Azithromycinum;Sumamed Forte, proszek do sporzadzania zawiesiny doustnej, 200 mg/5 ml;101.1;32,13;23,55
5909990742226;Azithromycinum;Sumamed Forte, proszek do sporzadzania zawiesiny doustnej, 200 mg/5 ml;101.1;42,06;29,19
5909990742318;Azithromycinum;Sumamed, kaps. twarde, 250 mg;101.2;28,72;24,17
5909990742417;Azithromycinum;Sumamed, tabl. powl., 500 mg;101.2;26,55;22
5909990742424;Azithromycinum;Sumamed, tabl. powl., 500 mg;101.2;22,32;19,29
5909990742509;Fluoxetinum;Fluxemed, kaps. twarde, 20 mg;184.0;14,43;4,81
5909990743575;Simvastatinum;Simvagen 10, tabl. powl., 10 mg;46.0;4,62;2,84
5909990743650;Simvastatinum;Simvagen 20, tabl. powl., 20 mg;46.0;7,24;3,68
5909990743667;Simvastatinum;Simvagen 40, tabl. powl., 40 mg;46.0;14,16;7,03
5909990743827;Morphinum;Vendal retard, tabl. powl. o przedluzonym uwalnianiu, 10 mg;149.1;19,5;10,79
5909990743872;Nebivololum;Emzok, tabl., 5 mg;40.0;18,3;10,97
5909990743926;Morphinum;Vendal retard, tabl. powl. o przedluzonym uwalnianiu, 30 mg;149.1;24,19;3,2
5909990744022;Morphinum;Vendal retard, tabl. powl. o przedluzonym uwalnianiu, 60 mg;149.1;40,22;0
5909990744121;Morphinum;Vendal retard, tabl. powl. o przedluzonym uwalnianiu, 100 mg;149.1;67,84;3,2
5909990744220;Morphinum;Vendal retard, tabl. powl. o przedluzonym uwalnianiu, 200 mg;149.1;110,4;0
5909990744510;Ondansetronum;Atossa, tabl. powl., 8 mg;7.1;45,53;3,2
5909990744817;Glimepiridum;Amaryl 1, tabl., 1 mg;16.0;6,09;5,17
5909990744848;Amoxicillinum + Acidum clavulanicum;Co-amoxiclav Bluefish, tabl. powl., 875+125 mg;89.1;26,67;13,34
5909990744916;Glimepiridum;Amaryl 2, tabl., 2 mg;16.0;10,85;5,82
5909990745012;Glimepiridum;Amaryl 3, tabl., 3 mg;16.0;17,74;10,19
5909990745111;Glimepiridum;Amaryl 4, tabl., 4 mg;16.0;16,46;6,4
5909990745340;Atorvastatinum;Pharmastatin, tabl. powl., 40 mg;46.0;24,74;13,29
5909990745579;Atorvastatinum;Pharmastatin, tabl. powl., 20 mg;46.0;12,77;7,04
5909990745807;Atorvastatinum;Pharmastatin, tabl. powl., 10 mg;46.0;6,46;3,6
5909990745814;Clindamycinum;Klimicin, kaps. twarde, 300 mg;102.2;18,75;9,38
5909990746026;Selegilinum;Segan, tabl., 5 mg;171.0;21,64;6,4
5909990746569;Perindoprilum + Indapamidum;Co-Prenessa 4 mg / 1,25 mg, tabl., 4+1,25 mg;44.0;18,54;16,09
5909990746576;Alfuzosinum;Alfabax, tabl. o przedluzonym uwalnianiu, 10 mg;76.0;28,07;4,27
5909990746705;Dorzolamidum + Timololum;Rozacom, krople do oczu, 20+5 mg/ml;212.2;31,19;3,2
5909990747054;Irbesartanum;Irprestan, tabl. powl., 75 mg;45.0;14,02;9,27
5909990747085;Irbesartanum;Irprestan, tabl. powl., 150 mg;45.0;17,98;8,48
5909990747115;Oxcarbazepinum;Trileptal, zawiesina doustna, 60 mg/ml;160.2;90,57;3,2
5909990747122;Irbesartanum;Irprestan, tabl. powl., 300 mg;45.0;34,39;15,39
5909990747610;Fluoxetinum;Deprexetin, kaps., 20 mg;184.0;19,98;10,36
5909990748624;Levodopum + Benserazidum;Madopar, tabl. do sporzadzania zawiesiny doustnej, 12,5+50 mg;168.0;28,16;4,57
5909990748723;Levodopum + Benserazidum;Madopar, tabl. do sporzadzania zawiesiny doustnej, 100+25 mg;168.0;53,59;3,2
5909990750290;Nebivololum;Daneb, tabl., 5 mg;40.0;12,39;5,76
5909990750627;Letrozolum;Letralan, tabl. powl., 2,5 mg;132.0;72,99;0
5909990750993;Mycophenolas mofetil;Mycophenolate Mofetil Accord, tabl. powl., 500 mg;134.0;134,26;3,2
5909990751013;Carbamazepinum;Timonil 150 retard, tabl., 150 mg;159.1;11,43;6,87
5909990751518;Diazepamum;Relsed, mikrowlewka doodbytnicza, roztwor, 2 mg/ml;181.1;20,11;11,67
5909990751594;Valsartanum;Bespres, tabl. powl., 80 mg;45.0;14,98;5,48
5909990751617;Diazepamum;Relsed, mikrowlewka doodbytnicza, roztwor, 4 mg/ml;181.1;24,63;4,56
5909990751877;Valsartanum;Bespres, tabl. powl., 160 mg;45.0;28,39;9,39
5909990752010;Diclofenacum;Dicloduo, kaps., 75 mg;141.1;15,01;9,21
5909990752461;Losartanum + Hydrochlorothiazidum;Losartan+HCT Arrow, tabl. powl., 50+12,5 mg;45.0;11,51;3,45
5909990752690;Amlodipinum;Amlaxopin, tabl., 5 mg;41.0;6,93;2,08
5909990752720;Amlodipinum;Amlaxopin, tabl., 10 mg;41.0;12,94;3,88
5909990753017;Diclofenacum;Diclac, roztwor do wstrzykiwan domiesniowych, 75 mg/3 ml;141.3;7,63;5,01
5909990753024;Diclofenacum;Diclac, roztwor do wstrzykiwan domiesniowych, 75 mg/3 ml;141.3;14,98;9,73
5909990753116;Sertralinum;Zoloft, tabl. powl., 50 mg;184.0;29,39;20,41
5909990753215;Sertralinum;Zoloft, tabl. powl., 100 mg;184.0;50,26;32,29
5909990754472;Mycophenolas mofetil;Mycophenolate Mofetil Accord, kaps. twarde, 250 mg;134.0;134,26;3,2
5909990754496;Fenofibratum;Biofibrat, kaps. twarde, 200 mg;47.0;22,76;6,83
5909990754526;Fenofibratum;Biofibrat, kaps. twarde, 267 mg;47.0;29,52;8,86
5909990754748;Clopidogrelum;Agregex, tabl. powl., 75 mg;23.1;25,97;7,79
5909990755547;Atorvastatinum;Storvas, tabl. powl., 10 mg;46.0;7,14;4,28
5909990755554;Atorvastatinum;Storvas, tabl. powl., 80 mg;46.0;53,15;30,25
5909990755561;Atorvastatinum;Storvas, tabl. powl., 20 mg;46.0;14,13;8,4
5909990755578;Atorvastatinum;Storvas, tabl. powl., 40 mg;46.0;27,47;16,02
5909990756629;Lovastatinum;Lovastin, tabl., 20 mg;46.0;15,82;13,45
5909990756711;Anastrozolum;Arimidex, tabl. powl., 1 mg;132.0;97,49;24,6
5909990758814;Topiramatum;Topamax, tabl. powl., 25 mg;164.0;15,16;9,22
5909990758913;Topiramatum;Topamax, tabl. powl., 50 mg;164.0;25,56;10,48
5909990759019;Topiramatum;Topamax, tabl. powl., 100 mg;164.0;39,18;5,82
5909990759118;Topiramatum;Topamax, tabl. powl., 200 mg;164.0;74,73;4,8
5909990760244;Clopidogrelum;Carder, tabl. powl., 75 mg;23.1;23,65;7,1
5909990760718;Ketoprofenum;Profenid, tabl. powl., 100 mg;141.1;11,83;6,68
5909990760770;Losartanum;Losartan Bluefish, tabl. powl., 50 mg;45.0;10,9;3,27
5909990761302;Valsartanum + Hydrochlorothiazidum;Zelvartancombo, tabl. powl., 160+25 mg;45.0;32,36;13,36
5909990761517;Estradiolum;Oesclim 25, system transdermalny, 25 Ág/24h;68.1;20,69;17,67
5909990761616;Estradiolum;Oesclim 50, system transdermalny, 50 Ág/24h;68.1;21,89;15,84
5909990761647;Denosumabum;Prolia, roztwor do wstrzykiwan, 60 mg/1 ml;231.0;845,48;253,64
5909990761685;Lisinoprilum + Amlodipinum;Dironorm, tabl., 20+10 mg;44.0;27,93;23,04
5909990762729;Clopidogrelum;Plavocorin, tabl. powl., 75 mg;23.1;28,81;10,63
5909990762880;Amisulpridum;Amisan , tabl., 50 mg;178.11;31,27;4,23
5909990762965;Amisulpridum;Amisan, tabl., 200 mg;178.11;60,46;3,2
5909990762972;Amisulpridum;Amisan , tabl., 200 mg;178.11;115,65;3,2
5909990762996;Amisulpridum;Amisan, tabl., 400 mg;178.11;117,92;3,2
5909990763443;Olanzapinum;Olanzapine Lekam, tabl. ulegajace rozpadowi w jamie ustnej, 5 mg;178.2;54,9;6,95
5909990763467;Olanzapinum;Olanzapine Lekam, tabl. ulegajace rozpadowi w jamie ustnej, 10 mg;178.2;107,09;7,99
5909990763481;Olanzapinum;Olanzapine Lekam, tabl. ulegajace rozpadowi w jamie ustnej, 15 mg;178.2;159,79;10,82
5909990763498;Olanzapinum;Olanzapine Lekam, tabl. ulegajace rozpadowi w jamie ustnej, 20 mg;178.2;210,32;11,69
5909990763542;Ramiprilum;Ramicor, kaps. twarde, 5 mg;44.0;8,44;5,97
5909990763559;Ramiprilum;Ramicor, kaps. twarde, 10 mg;44.0;15,36;11,95
5909990764143;Rivastigminum;Rivastigmine Teva, roztwor doustny, 2 mg/ml;186.0;89,47;69,63
5909990764150;Salbutamolum;Sabumalin, aerozol inhalacyjny, zawiesina, 100 Ág;197.1;12,85;3,2
5909990764242;Mianserinum;Miansegen, tabl. powl., 30 mg;225.0;26,75;8,03
5909990764617;Cefadroxilum;Duracef, tabl. do sporzadzania zawiesiny doustnej, 1 g;90.2;29,21;20,31
5909990765034;Levocetirizini dihydrochloridum;Zyx, tabl. powl., 5 mg;207.1;20,96;11,09
5909990765379;Metforminum;Avamina, tabl. powl., 500 mg;15.0;4,2;3,21
5909990765386;Metforminum;Avamina, tabl. powl., 500 mg;15.0;8,3;3,2
5909990765393;Metforminum;Avamina, tabl. powl., 850 mg;15.0;6,72;3,2
5909990765409;Metforminum;Avamina, tabl. powl., 850 mg;15.0;13,75;3,2
5909990765416;Fentanylum;Durogesic, system transdermalny, 25 Ág/h;152.4;45,8;11,64
5909990765423;Metforminum;Avamina, tabl. powl., 1000 mg;15.0;8,08;3,2
5909990765430;Metforminum;Avamina, tabl. powl., 1000 mg;15.0;15,91;3,2
5909990765515;Fentanylum;Durogesic, system transdermalny, 50 Ág/h;152.4;87,8;16,27
5909990765614;Fentanylum;Durogesic, system transdermalny, 75 Ág/h;152.4;120,56;11,67
5909990765713;Fentanylum;Durogesic, system transdermalny, 100 Ág/h;152.4;147,77;3,2
5909990766673;Losartanum;Sortabax, tabl. powl., 50 mg;45.0;12,03;3,61
5909990766680;Losartanum;Sortabax, tabl. powl., 100 mg;45.0;22,49;6,75
5909990766895;Olanzapinum;Olanzaran, tabl., 5 mg;178.2;39,02;3,2
5909990766901;Olanzapinum;Olanzaran, tabl., 10 mg;178.2;73,07;3,2
5909990767045;Olanzapinum;Olanzaran, tabl. ulegajace rozpadowi w jamie ustnej, 5 mg;178.2;39,02;3,2
5909990767052;Olanzapinum;Olanzaran, tabl. ulegajace rozpadowi w jamie ustnej, 10 mg;178.2;73,07;3,2
5909990767601;Venlafaxinum;Venlafaxine Bluefish XL, kaps. o przedluzonym uwalnianiu, twarde, 75 mg;187.0;18,85;5,66
5909990767625;Venlafaxinum;Venlafaxine Bluefish XL, kaps. o przedluzonym uwalnianiu, twarde, 150 mg;187.0;33,34;10
5909990767816;Terazosinum;Hytrin, tabl., 2 mg;76.0;24,3;17,62
5909990767915;Terazosinum;Hytrin, tabl., 5 mg;76.0;36,44;15,76
5909990768011;Terazosinum;Hytrin, tabl., 10 mg;76.0;76,16;42,72
